"",Total:,,,,,,790,629,1419,2,2,4
57,"Govt High School, Najifpur(Male)",Dhunian,026031201,,,,361,0,361,,,
"",,Najijpur,026031207,,,,328,0,328,,,
"",,Najijpur,026031210,,,,281,0,281,,,
"",Total:,,,,,,970,0,970,3,0,3
58,Govt High School Najafpur (Female),Dhunian,026031201,,,,0,277,277,,,
"",,Najijpur,026031207,,,,0,315,315,,,
"",,Najijpur,026031210,,,,0,269,269,,,
"",Total:,,,,,,0,861,861,0,3,3
59,"Govt Primary School, Khoi Kaman",Khoi Kaman,026031204,,,,658,587,1245,,,
"",Total:,,,,,,658,587,1245,2,2,4
60,"Govt Primary School,Najifpur (Male)",Najijpur,026031208,,,,622,0,622,,,
"",,Najijpur,026031209,,,,281,0,281,,,
"",Total:,,,,,,903,0,903,3,0,3
61,"Govt Girls Primary School Najafpur(Female)",Najijpur,026031208,,,,0,507,507,,,
"",,Najijpur,026031209,,,,0,274,274,,,
"",Total:,,,,,,0,781,781,0,2,2
62,"Basic Health Unit, Dartian (Male)",Dartian,026031202,,,,1021,0,1021,,,
"",Taramkan,026031206,,,,134,0,134,,,,
Total:,,,,,,1155,0,1155,4,0,4,
Govt Primary School Dartian (Female),Dartian,026031202,,,,0,812,812,,,,
"",Taramkan,026031206,,,,0,60,60,,,,
"",Total:,,,,,,0,872,872,0,2,2
64,"Govt Middle School, Babotri",Bobatori,026031203,,,,771,646,1417,,,
"",Total:,,,,,,771,646,1417,2,2,4
65,"Govt Primary School, Kainthla",Kainthla,026031306,,,,340,296,636,,,
"",Total:,,,,,,340,296,636,1,1,2
66,"Govt High School, Garamthoon",Sabra,026031307,,,,125,97,222,,,
"",,Garamthoon,026031308,,,,180,167,347,,,
"",,Garamthoon,026031309,,,,397,384,781,,,
"",Total:,,,,,,702,648,1350,2,2,4
67,"Govt High School, Garamthoon",Taramakki,026031310,,,,166,168,334,,,
"",,Sohawa,026031311,,,,192,168,360,,,
"",,Kotehra,026031312,,,,219,180,399,,,
"",Total:,,,,,,577,516,1093,2,2,4
68,Govt Girls Middle School Karwali,Nartopa,026031301,,,,167,153,320,,,
"",,Karwali,026031302,,,,203,171,374,,,
"",Total:,,,,,,370,324,694,1,1,2
69,"Govt Girls Primary School,Rajdhani",Rajdhani,026031303,,,,414,351,765,,,
"",Total:,,,,,,414,351,765,1,1,2
70,"Govt Middle School, Kot jandan",Kot Jandan,026031304,,,,241,249,490,,,
"",Kot Jandan,026031305,,,,165,164,329,,,,
Total:,,,,,,406,413,819,1,1,2,
"Govt Primary School, Bharrary( Male)",Bakka,026031007,,,,121,0,121,,,,
"",Bharrary,026031008,,,,374,0,374,,,,
"",,Bharrary,026031009,,,,395,0,395,,,
"",Total:,,,,,,890,0,890,3,0,3
72,"Govt  Girls Primary School, Bharrary(Muslaimabad)(Female)",Bakka,026031007,,,,0,108,108,,,
"",,Bharrary,026031008,,,,0,325,325,,,
"",,Bharrary,026031009,,,,0,329,329,,,
"",Total:,,,,,,0,762,762,0,2,2
73,"Govt High School, Baghpur Dheri",Baghpur Dheri,026031010,,,,425,360,785,,,
"",Total:,,,,,,425,360,785,1,1,2
74,Govt Primary School Narota,Narota,026031011,,,,483,353,836,,,
"",Total:-,,,,,,483,353,836,1,1,2
75,"Govt Middle School, Pakshahi",Pakshahi,026031012,,,,585,451,1036,,,
"",Total:,,,,,,585,451,1036,2,1,3
76,Govt Primary School Pakshai,Pakshahi,026031013,,,,466,349,815,,,
"",Total:,,,,,,466,349,815,1,1,2
77,"Govt Girls Primary School, Kotla.",Kotla,026031014,,,,759,628,1387,,,
"",Total:,,,,,,759,628,1387,2,2,4
78,"Govt Primary School, Sarbroot",Chaskalan,026031001,,,,139,98,237,,,
"",Shah Qabil,026031002,,,,163,132,295,,,,
"",Sarbroot,026031003,,,,204,166,370,,,,
"",Khoi Bagran,026031004,,,,270,209,479,,,,
"",Ranja,026031006,,,,97,78,175,,,,
Total:,,,,,,873,683,1556,2,2,4,
"Govt Primary School, Beesban",Beesban,026031005,,,,604,526,1130,,,,
"",Total:,,,,,,604,526,1130,2,2,4
80,"Govt Primary School, Desra.",Desra,026031401,,,,259,208,467,,,
"",Total:,,,,,,259,208,467,1,1,2
81,"Govt  Primary School, Sumbal",Jandi,026031402,,,,396,307,703,,,
"",,Jandi,026031403,,,,318,245,563,,,
"",Total:,,,,,,714,552,1266,2,2,4
82,Govt Girls  Primary School Malhat,Saree,026031405,,,,468,373,841,,,
"",Total:,,,,,,468,373,841,1,1,2
83,Govt Middle School Sairee,Saree,026031404,,,,466,362,828,,,
"",Total:,,,,,,466,362,828,1,1,2
84,"Govt High School, Halli (Male)",Halli,026031406,,,,232,0,232,,,
"",,Halli,026031407,,,,685,0,685,,,
"",,Halli,026031408,,,,628,0,628,,,
"",Total:,,,,,,1545,0,1545,4,0,4
85,"Govt Girls High School,Halli (Female)",Halli,026031406,,,,0,190,190,,,
"",,Halli,026031407,,,,0,647,647,,,
"",,Halli,026031408,,,,0,562,562,,,
"",Total:,,,,,,0,1399,1399,0,4,4
86,"Govt Primary School, Makhnial.",Makhnial,026030901,,,,296,196,492,,,
"",,Makhnial,026030902,,,,437,328,765,,,
"",Total:,,,,,,733,524,1257,2,2,4
87,"Govt Primary School, Kohmal Payeen",Kohmal,026030906,,,,797,672,1469,,,
Total:,,,,,,797,672,1469,2,2,4,
