1,2,3,4,5,6,7,8,9,10,11,12,13
121,"Govt Primary School, Kooza Gali,",Darwaza,22030403,,,,264,161,425,2,1,3
,,Darwaza,22030405,,,,346,281,627,,,
,,,,,,,610,442,1052,,,
122,"Govt Primary School, Arwar",Arwara,22030413,,,,220,200,420,1,1,2
,,,,,,,220,200,420,,,
123,"Govt High School, Surjal",Malik Abad Surjal,22030414,,,,481,333,814,2,1,3
,,Malik Abad Surjal,22030415,,,,206,155,361,,,
,,,,,,,687,488,1175,,,
124,"Govt Primary School, Surjal",Malik Abad Surjal,22030416,,,,216,165,381,2,1,3
,,Malik Abad Surjal,22030417,,,,306,237,543,,,
,,,,,,,522,402,924,,,
125,"Govt Primary School, Ramkot",Riyala,22030601,,,,297,268,565,2,2,4
,,Riyala,22030604,,,,430,386,816,,,
,,,,,,,727,654,1381,,,
126,"Govt Girls High School, KhanspurAyubia",Riyala,22030602,,,,516,494,1010,2,1,3
,,,,,,,516,494,1010,,,
127,"Govt Girls Middle School,Momanabad,",Riyala,22030603,,,,467,411,878,1,1,2
,,,,,,,467,411,878,,,
128,"Govt Girls Primary School, Riala",Riyala,22030605,,,,450,364,814,1,1,2
,,,,,,,450,364,814,,,
129,"Govt Girls Primary School, UpperMalkot",Malkote,22030611,,,,198,150,348,2,1,3
,,Malkote,22030612,,,,399,353,752,,,
,,,,,,,597,503,1100,,,
130,"Govt Girls MiddleSchool, LowerMalkot",Malkote,22030613,,,,581,535,1116,2,1,3
,,,,,,,,,,,,
131,"Govt Girls MiddleSchool, LowerMalkot",Malkote,22030614,,,,323,280,603,1,1,2
,,,,,,,,,,,,
132,"Govt Girls Primary School, LowerMalkot",Malkote,22030615,,,,554,428,982,2,1,3
,,,,,,,554,428,982,,,
133,"Govt Primary School, Kala Ban",Kalaban,22030606,,,,347,306,653,1,1,2
,,,,,,,347,306,653,,,
134,"Govt Primary School, Lungal",Longal,22030607,,,,144,104,248,2,1,3
,,Longal,22030608,,,,170,137,307,,,
,,Longal,22030610,,,,222,168,390,,,
,,,,,,,536,409,945,,,
135,"Govt Girls Primary School, Lungal",Longal,22030609,,,,387,315,702,1,1,2
136,"Govt Primery School, ChahBatangi",Nagri Totial,75020601,,,,702,617,1319,2,2,4
,,,,,,,702,617,1319,,,
137,"Govt Primery School, Batangi(Male)",Nagri Totial,75020604,,,,895,0,895,3,0,3
,,,,,,,895,0,895,,,
138,"Govt Primery School, Batangi(Female)",Nagri Totial,75020604,,,,0,771,771,0,2,2
,,,,,,,,,,,,
139,"Govt Primery School, LowerChunali",Nagri Totial,75020602,,,,633,539,1172,2,1,3
,,,,,,,633,539,1172,,,
140,"Govt High School, Chunali",Nagri Totial,75020603,,,,764,604,1368,2,2,4
,,,,,,,764,604,1368,,,
141,"Govt Primery School, Nagri Totial(Male)",Nagri Totial,75020605,,,,1215,0,1215,3,0,3
,,,,,,,1215,0,1215,,,
142,"Govt Girls High School, NagriTotial (Female)",Nagri Totial,75020605,,,,0,1026,1026,0,2,2
,,,,,,,0,1026,1026,,,
143,"Govt Primary School, Panjhoot(Male)",Nagri Totial,75020606,,,,838,0,838,2,0,2
,,,,,,,838,0,838,,,
144,"Govt primary school Bainani(Female)",Nagri Totial,75020606,,,,0,656,656,0,2,2
,,,,,,,0,656,656,,,
145,"Govt Middle School, Goreeni",Goreeni,75011302,,,,285,189,474,2,1,3
,Goreeni,75011303,,,,532,383,915,,,,
,,,,,,,817,572,1389,,,
146,"Govt Girls Primery School, Kiyari",Goreeni,75011306,,,,564,434,998,2,1,3
,,,,,,,564,434,998,,,
147,"Govt Primery School, Plasi",Plasi,75011301,,,,270,207,477,1,1,2
,,,,,,,270,207,477,,,
148,"Govt Primery School, Leeran",Goreeni,75011304,,,,466,307,773,2,1,3
,,,,,,,466,307,773,,,
149,"Govt Girls Primery School,Chabgran",Goreeni,75011305,,,,636,493,1129,2,1,3
,,,,,,,636,493,1129,,,
150,"Govt Girls Primery School, Kotal",Kotal,75011307,,,,434,370,804,1,1,2
,,,,,,,434,370,804,,,
151,"Govt Primery School, Kotal",Kotal,75011308,,,,708,533,1241,2,1,3
,,,,,,,708,533,1241,,,
152,"Govt Primery School, Thakriala.",Dannah,75011401,,,,379,334,713,2,1,3
,Dannah,75011402,,,,223,162,385,,,,
,,,,,,,602,496,1098,,,
153,"Govt Girls Middle School, Dannah.",Dannah,75011403,,,,392,286,678,2,2,4
,Dannah,75011404,,,,337,245,582,,,,
,Bagla,75011407,,,,48,28,76,,,,
,Bajarian,75011408,,,,56,41,97,,,,
,,,,,,,833,600,1433,,,
154,"Govt Girls Middle School, Banwar",Banwari,75011405,,,,426,325,751,2,2,4
,Banwari,75011406,,,,381,283,664,,,,
,,,,,,,807,608,1415,,,
155,"Govt High School, SummaKarhaga",Summa Karaga,75011409,,,,621,520,1141,2,1,3
,,,,,,,621,520,1141,,,
156,"Govt High School, SummaKarhaga",Summa Karaga,75011410,,,,651,447,1098,2,1,3
,,,,,,,651,447,1098,,,
157,"Govt High School,Ghambeer",Gambheer,75011501,,,,364,304,668,2,1,3
,Kashmir,75011505,,,,66,66,132,,,,
,Gali,75011506,,,,219,160,379,,,,
,,,,,,,649,530,1179,,,
158,"Govt High School, Ghambeer",Ghambeer,75011502,,,,624,565,1189,2,1,3
,,,,,,,624,565,1189,,,
159,"Govt Girls Primary School,Ghambeer",Ghambeer,75011503,,,,326,332,658,1,1,2
,Ghambeer,75011504,,,,123,83,206,,,,
,,,,,,,449,415,864,,,
160,"Govt High School, Phallah",Phallah,75011507,,,,528,470,998,2,1,3
,,,,,,,528,470,998,,,
161,Govt Girls Primary School Phallah,Phallah,75011508,,,,459,413,872,2,1,3
,,,,,,,459,413,872,,,
162,"Govt Primery School, Rooper",Rooper,75011509,,,,334,275,609,2,1,3
,Rooper,75011510,,,,223,181,404,,,,
,,,,,,,557,456,1013,,,
163,"Govt Girls Primery School, DheriRakhala",Dheri Rakhala,75011512,,,,428,307,735,2,1,3
Dheri Rakhala,75011514,,,,273,223,496,,,,,
,,,,,,,701,530,1231,,,
164,"Govt Primery School, Bagla(Dheri Rakhala)",Dheri Rakhala,75011513,,,,544,458,1002,2,1,3
,,,,,,,544,458,1002,,,
165,"Govt Primery School, Attarian",Attairan,75011511,,,,313,245,558,1,1,2
,,,,,,,313,245,558,,,
166,"Govt Girls Middle School, Rahi",Rahi,75011601,,,,215,209,424,1,1,2
,Sherpur,75011608,,,,78,75,153,,,,
,,,,,,,293,284,577,,,
167,"Govt Girls Middle School, Rahi",Rahi,75011604,,,,515,432,947,2,1,3
,,,,,,,,,,,,
168,"Govt Primery School, Dherian",Rahi,75011602,,,,623,536,1159,2,1,3
,,,,,,,623,536,1159,,,
169,"Govt Primary School, Chankot",Rahi,75011603,,,,498,356,854,2,1,3
,,,,,,,498,356,854,,,
170,"Govt Middle School, Kanger Maira",Dakhan Paiser,75011605,,,,511,335,846,2,1,3
,Maira,75011607,,,,92,47,139,,,,
,,,,,,,603,382,985,,,
171,"Govt Primery School, DakhanPaiser",Dakhan Paiser,75011606,,,,604,451,1055,2,1,3
,,,,,,,604,451,1055,,,
172,"Govt Girls Primery School,Bhajora",Bhajora,75011610,,,,301,235,536,2,1,3
,Charbat,75011611,,,,320,231,551,,,,
