"",,Kheshki Payan,039010703,,,,,401,401,,,
"",,Kheshki Payan,039010704,,,,,416,416,,,
"",,Kheshki Payan,039010705,,,,,364,364,,,
"",,,,,,,0,1517,"1,517",,,
19,GMS Sadat Abad Kheshki Payan(Male),Kheshki Payan,039010706,,,,548,,548,4,,4
"",,Kheshki Payan,039010707,,,,340,,340,,,
"",,Kheshki Payan,039010708,,,,333,,333,,,
"",,Kheshki Payan,039010720,,,,255,,255,,,
"",,Kheshki Payan,039010721,,,,222,,222,,,
"",,,,,,,"1,698",0,"1,698",,,
20,GHS Sadat Abad Kheshki Payan(Female),Kheshki Payan,039010706,,,,,359,359,,4,4
"",,Kheshki Payan,039010707,,,,,229,229,,,
"",,Kheshki Payan,039010708,,,,,230,230,,,
"",,Kheshki Payan,039010720,,,,,194,194,,,
"",,Kheshki Payan,039010721,,,,,165,165,,,
"",,,,,,Total,0,1177,"1,177",,,
21,GMS Kheshki Payan 1 st PS(Male),رکه سرکار,039010701,,,,44,,44,4,,4
"",,Kheshki Payan,039010709,,,,194,,194,,,
"",,Kheshki Payan,039010710,,,,282,,282,,,
"",,Kheshki Payan,039010712,,,,459,,459,,,
"",,,,,,Total,0,0,64,,,
"",,Kheshki Payan,039010714,,,,521,,936,,,
22,GMS Kheshki Payan 2nd PS(Male),Kheshki Payan,039010711,,,,574,,574,4,,4
"",,Kheshki Payan,039010722,,,,227,,400,,,
"",,,,,,Total,801,0,169,,,
23,G.JICA Model School Kheshki Payan(Female),رکه سرکار,039010701,,,,,22,22,,4,4
"",,Kheshki Payan,039010709,,,,,190,190,,,
"",,Kheshki Payan,039010710,,,,,194,194,,,
"",,Kheshki Payan,039010711,,,,,415,415,,,
"",,Kheshki Payan,039010712,,,,,288,288,,,
"",,Kheshki Payan,039010722,,,,,173,173,,,
"",,,Total,,,,,1282,"1,282",,,
24,GHSS Kheshki Payan 1st PS(Male),Kheshki Payan,039010713,,,,"1,074",,"1,074",4,,4
"",,Kheshki Payan,039010719,,,,365,,365,,,
"",,,Total,,,,"1,439",,"1,439",,,
25,GHSS Kheshki Payan 2nd PS(Male),Kheshki Payan,039010715,,,,453,,453,4,,4
"",,Kheshki Payan,039010716,,,,697,,697,,,
"",,,Total,,,,"1,150",,"1,150",,,
26,GHSS Kheshki Payan 3rd PS(Male),Kheshki Payan,039010717,,,,503,,503,4,,4
"",,Kheshki Payan,039010718,,,,613,,613,,,
"",,,Total,,,,"1,116",,"1,116",,,
27,GGHS Kheshki Payan 1st PS (Female),Kheshki Payan,039010713,,,,,793,793,,4,4
"",,Kheshki Payan,039010719,,,,,283,283,,,
"",,Kheshki Payan,039010715,,,,,349,349,,,
"",,,Total,,,,0,1425,"1,425",,,
28,GGHS Kheshki Payan 2nd  PS (Female),Kheshki Payan,039010716,,,,,477,477,,4,4
"",,Kheshki Payan,039010717,,,,,407,407,,,
"",,Kheshki Payan,039010718,,,,,461,461,,,
"",,,Total,,,,0,1345,"1,345",,,
29,GHS Mula Kali (Baba G kalay  Male,,,,,,,,0,4,,4
"",,Kheshgi Bal,039010802,,,,658,,658,,,
"",,Kheshgi Bal,039010803,,,,540,,540,,,
"",,Kheshgi Bal,039010804,,,,246,,246,,,
"",,Kheshgi Bal,039010821,,,,251,,251,,,
"",Total,,,,,,"1,444",0,"1,444",,,
30,"GGovernment Primary School   (Baba G Kalay)Kheshki Bala (Female)",Kheshgi Bal,039010802,,,,,494,494,,4,4
"",,Kheshgi Bal,039010803,,,,,440,440,,,
"",,Kheshgi Bal,039010804,,,,,187,187,,,
"",,Kheshgi Bal,039010821,,,,,158,158,,,
"",Total,,,,,,0,1279,"1,279",,,
31,"GGovernment Primary School  Daim shah korana(Female)",Kheshgi Bal,039010801,,,,,285,285,,4,4
"",,Kheshgi Bal,039010806,,,,,54,54,,,
"",,Kheshgi Bal,039010805,,,,,126,126,,,
"",,Kheshgi Bal,039010822,,,,,399,399,,,
"",Total,,,,,,,864,864,,,
32,"Government Primary School  Ihsanullah  KoranaKheshki Bala (Male)",Kheshgi Bal,039010801,,,,390,,390,4,,4
"",,Kheshgi Bal,039010806,,,,256,,256,,,
"",,Kheshgi Bal,039010805,,,,198,,198,,,
"",,Kheshgi Bal,039010822,,,,391,,391,,,
"",Total,,,,,,"1,235",0,"1,235",,,
33,GMS Shekh Ahmad Baba Kheshki Bala  PS (Male),Kheshgi Bal,039010816,,,,600,,600,4,,4
"",,Kheshgi Bal,039010823,,,,488,,488,,,
"",Total,,,,,,"1,088",0,"1,088",,,
34,"Government Primary School  Shekh Ahmad BabaKheshki Bala  PS (Male)",Kheshgi Bal,039010807,,,,456,,456,4,,4
"",,Kheshgi Bal,039010808,,,,292,,292,,,
"",,Kheshgi Bal,039010829,,,,170,,170,,,
"",Total,,,,,,918,0,918,,,
35,"GGovernment Primary School  Ahmad NagerKheshki Bala (Female)",Kheshgi Bal,039010816,,,,,364,364,,4,4
"",,Kheshgi Bal,039010823,,,,,407,407,,,
"",,Kheshgi Bal,039010807,,,,,316,316,,,
"",,Kheshgi Bal,039010808,,,,,181,181,,,
"",,Kheshgi Bal,039010829,,,,,149,149,,,
"",Total,,,,,,0,1417,"1,417",,,
36,"Govt. Primary & Middle School Batakzai KheshgiBala 1st PS (male)",Kheshgi Bal,039010811,,,,153,,153,4,,4
"",,Kheshgi Bal,039010812,,,,231,,231,,,
"",,Kheshgi Bal,039010813,,,,454,,454,,,
"",,Kheshgi Bal,039010814,,,,466,,466,,,
"",Total,,,,,,"1,304",0,"1,304",,,
37,"Govt. Primary & Middle School Batakzai KheshgiBala 2nd PS (male)",Kheshgi Bal,039010820,,,,368,,368,4,,4
"",,Kheshgi Bal,039010826,,,,371,,371,,,
"",,Kheshgi Bal,039010827,,,,206,,206,,,
"",Total,,,,,,945,0,945,,,
38,"Government Primary School  RokhanAbadKheshgi Bal( Female)",Kheshgi Bal,039010811,,,,,287,287,,4,4
"",,Kheshgi Bal,039010812,,,,,131,131,,,
"",,Kheshgi Bal,039010813,,,,,332,332,,,
"",,Kheshgi Bal,039010814,,,,,353,353,,,
"",,Kheshgi Bal,,,,,,,0,,,
"",,Kheshgi Bal,039010826,,,,,89,89,,,
"",,Kheshgi Bal,039010827,,,,,184,184,,,
"",Total,,,,,,0,1376,"1,376",,,
39,GHS Kheshgi Bala 1st PS (Male),Kheshgi Bal,039010815,,,,341,,341,4,,4
"",,Kheshgi Bal,039010809,,,,417,,417,,,
"",,Kheshgi Bal,039010824,,,,657,,657,,,
"",Total,,,,,,"1,415",626,"2,041",,,
40,GHS Kheshgi Bala 2nd PS (Male),Kheshgi Bal,039010817,,,,704,,704,4,,
"",,Kheshgi Bal,039010825,,,,370,,370,,,
"",Total,,,,,,"1,074",0,"1,074",,,
"",,Kheshgi Bal,039010809,,,,,256,256,,,
Kheshgi Bal,039010815,,,,,277,277,,,,,
41,GHS Kheshgi Bala 3rd PS (Female),Kheshgi Bal,039010824,,,,,457,457,,4,4
"",,Kheshgi Bal,039010817,,,,,600,600,,,
"",,Kheshgi Bal,039010825,,,,,244,244,,,
"",Total,,,,,,0,1834,"1,834",,,
42,Government Primary School  Kheshgi Bala (Male),Kheshgi Bal,039010810,,,,378,,378,4,,4
"",,Kheshgi Bal,039010818,,,,375,,375,,,
"",,Kheshgi Bal,039010819,,,,414,,414,,,
"",,Kheshgi Bal,039010828,,,,368,,368,,,
"",Total,,,,,,"1,535",0,"1,535",,,
43,"Govt. Girls Middle School Batakzai Kheshgi Bala2nd PS (Female)",Kheshgi Bal,039010810,,,,,253,253,,4,4
"",,Kheshgi Bal,039010818,,,,,342,342,,,
"",,Kheshgi Bal,039010819,,,,,349,349,,,
"",,Kheshgi Bal,039010820,,,,,291,291,,,
"",,Kheshgi Bal,039010828,,,,,254,254,,,
"",Total,,,,,,0,1489,"1,489",,,
44,"Government Primary School Shpano Killi 1st PS(Male)",کلنجر,039010901,,,,299,206,505,2,2,4
"",,کلنجر,039010902,,,,740,429,"1,169",,,
"",Total,,,,,,"1,039",635,"1,674",,,
45,"Government Primary School Shpano Killi 2nd PS(Male)",کلنجر,039010903,,,,682,563,"1,245",2,2,4
"",,کلنجر,039010909,,,,160,189,349,,,
"",,کلنجر,039010910,,,,350,376,726,,,
"",,کلنجر,039010911,,,,47,21,68,,,
"",,,,,,,"1,239",,"1,239",,,
46,Government Middle School Makinabad (combined),سپين کانی,039010904,,,,283,184,467,2,2,4
"",,بانڈه چيل,039010905,,,,443,351,794,,,
"",,بانڈه چيل,039010912,,,,197,166,363,,,
"",,,,,,,923,701,"1,624",,,
47,"GGovernment Primary School  Shpaano Killa(Female)",کلنجر,039010903,,,,,563,563,,4,4
"",,کلنجر,039010909,,,,,189,189,,,
"",,کلنجر,039010910,,,,,376,376,,,
"",,کلنجر,039010911,,,,,21,21,,,
"",,بانڈه چيل,039010905,,,,,351,351,,,
"",,بانڈه چيل,039010912,,,,,166,166,,,
"",,,,,,,,1149,"1,149",,,
48,GHS Shakhan Male,بانڈه چيل,039010906,,,,309,,309,4,,4
"",,بانڈه چيل,039010907,,,,434,,434,,,
"",,ملا کلے,039010908,,,,25,,25,,,
"",,بانڈه چيل,039010913,,,,427,,427,,,
"",Total,,,,,,"1,195",0,"1,195",,,
49,Government Primary School  Shakhan (Female),بانڈه چيل,039010906,,,,,177,177,,4,4
"",,بانڈه چيل,039010907,,,,,331,331,,,
"",,ملا کلے,039010908,,,,,19,19,,,
"",,بانڈه چيل,039010913,,,,,337,337,,,
"",Total,,,,,,0,864,864,,,
"",Government Primary School Khura Abad,Rashakai,039011001,,,,350,197,547,,,
Rashakai,039011002,,,,416,234,650,,,,,
"",Rashakai (Comband),,039011039,,,,258,143,401,,,
"",,,,,,,,,0,,,
"",,Total,,,,,"1,024",574,"1,598",,,
51,"Government Primary School  No 2 RashakaiMaradan Road",Rashakai,039011003,,,,334,,334,4,,4
"",,Rashakai,039011004,,,,638,,638,,,
"",,Rashakai,039011005,,,,238,,238,,,
"",,Rashakai,039011006,,,,283,,283,,,
"",,Total,,,,,"1,493",,"1,493",,,
52,GGHSS Rashakai 1st PS (Female),Rashakai,039011003,,,,,225,225,,4,4
"",,Rashakai,039011004,,,,,454,454,,,
"",,Rashakai,039011005,,,,,158,158,,,
"",,Rashakai,039011006,,,,,163,163,,,
"",,Rashakai,039011010,,,,,444,444,,,
"",,Total,,,,,0,1444,"1,444",,,
53,GGHSS Rashakai 2nd PS (Female),Rashakai,039011011,,,,,322,322,,4,4
"",,Rashakai,039011012,,,,,321,321,,,
"",,Rashakai,039011014,,,,,414,414,,,
"",,,,,,,,,0,,,
"",,Total,,,,,0,1057,"1,057",,,
54,"GGovernment Primary School  No 1 Rashakai(Female)",Rashakai,,,,,,,0,,4,4
"",,Rashakai,039011013,,,,,273,273,,,
"",,Rashakai,039011015,,,,,348,348,,,
"",,Rashakai,039011040,,,,,387,387,,,
"",,Rashakai,039011041,,,,,262,262,,,
"",,Total,,,,,0,1270,"1,270",,,
55,GHSS Rashakai  1st PS (Male),Rashakai,039011010,,,,501,,501,4,,4
"",,Rashakai,039011011,,,,400,,400,,,
"",,Rashakai,039011012,,,,400,,400,,,
"",,Rashakai,039011013,,,,300,,300,,,
"",,,,,,,,,0,,,
"",,Total,,,,,"1,601",,"1,601",,,
56,GHSS Rashakai  2nd PS (Male),Rashakai,039011014,,,,620,,620,4,,4
"",,Rashakai,039011015,,,,400,,400,,,
"",,Rashakai,039011040,,,,519,,519,,,
"",,Rashakai,039011041,,,,300,,300,,,
"",,Total,,,,,"1,839",,"1,839",,,
57,"Government MASID Primary School MohallahKhattak Nehar Ghara Rashaka",Rashakai,039011007,,,,776,,776,4,,4
"",,Rashakai,039011008,,,,580,,580,,,
"",,Rashakai,039011009,,,,341,,341,,,
"",,Total,,,,,"1,697",,"1,697",,,
58,"GGovernment Primary School  No. 2 MohallahKhattak Nehar Ghara Rashakai (Female)",Rashakai,039011007,,,,,580,580,,4,4
"",,Rashakai,039011008,,,,,482,482,,,
"",,Rashakai,039011009,,,,,225,225,,,
"",,Total,,,,,0,1287,"1,287",,,
"",Government  Primary School Mera Kander(Afridu,Mera Kandar,39011016,,,,393,,393,,,
Mera Kandar,039011017,,,,207,,207,,,,,
"",Killi) Male,Mera Kandar,039011018,,,,835,,835,,,
"",,Mera Kandar,039011019,,,,266,,266,,,
"",,,,,,,"1,701",0,"1,701",,,
60,"Government  High School Afridu Killi KanderFemale",Mera Kandar,39011016,,,,,296,296,,4,4
"",,Mera Kandar,039011017,,,,,133,133,,,
"",,Mera Kandar,039011018,,,,,597,597,,,
"",,Mera Kandar,039011019,,,,,227,227,,,
"",,,,,,,,1253,"1,253",,,
61,GHS Bara Banda 1st PS (Male),Bara Banda,039011020,,,,469,,469,4,,4
"",,Bara Banda,039011021,,,,271,,271,,,
"",,Bara Banda,039011022,,,,165,,165,,,
"",,Bara Banda,039011023,,,,629,,629,,,
"",,,,,,,"1,534",0,"1,534",,,
62,GHS Bara Banda 2nd PS (Male),Bara Banda,039011027,,,,411,,411,4,,4
"",,Bara Banda,039011029,,,,155,,155,,,
"",,Bara Banda,039011042,,,,406,,406,,,
"",,Bara Banda,039011043,,,,256,,256,,,
"",,Bara Banda,039011044,,,,281,,281,,,
"",,,,,,,"1,509",,"1,509",,,
63,GGHS Bara Banda 1st PS  (Female),Bara Banda,039011020,,,,,407,407,,4,4
"",,Bara Banda,039011021,,,,,328,328,,,
"",,Bara Banda,039011022,,,,,209,209,,,
