74,GPS  Dunkacha Makhuzi (Combined) (T)**,Chawga,10010608,,,,417,341,758,1,1,2
75,GMS  Dunkacha Makhuzi (Combined) (T)**,Chawga,10010609,,,,738,552,1290,1,1,2
76,GGPS Samil Khel,Sangrai,10010702,,,,389,292,681,1,1,2
77,GPS  Bailla (Combined) (T)**,Sangrai,10010701,,,,486,418,904,1,1,2
78,GPS Sangrai (combined) (T)**,Sangrai,10010703,,,,668,530,1198,2,1,3
79,GPS Merigzi (combined) (T)**,Merigzi,10010708,,,,611,494,1105,1,1,2
80,GPS Machkandai (Female) (T)**,Shen Koprai,10010704,,,,0,176,176,0,2,2
"",,Machkandai,10010705,,,,0,333,333,,,
"",,,10010706,,,,0,317,317,,,
"",,,10010707,,,,0,413,413,,,
81,GHS Machkandai (Male) (T)**,Shen Koprai,10010704,,,,206,0,206,3,0,3
"",,Machkandai,10010705,,,,379,0,379,,,
"",,,10010706,,,,398,0,398,,,
"",,,10010707,,,,497,0,497,,,
82,GPS  Loya Dara (Combined) (T)**,Kuz Paw,10010801,,,,492,399,891,2,1,4
83,GHS Kuz  Paw (Combined) (T)**,Kuz Paw,10010803,,,,551,395,946,2,1,3
"",,,10010804,,,,563,457,1020,,,
84,"Government Girls Primary School, Palang Sar",Kuz Pawo,10010802,,,,710,554,1264,2,1,3
85,GPS Braim PS No.1  (Combined) (T)**,Garai,10010805,,,,651,545,1196,2,1,3
86,GPS Braim PS No.2,Garai,10010806,,,,613,526,1139,1,1,2
87,GPS Pandoria (Combined) (T)**,Pandoria,10010901,,,,420,306,726,1,1,2
"",,,10010902,,,,327,233,560,,,
88,GMS  Inawar (Combined) (T)**,Inawar,10010903,,,,423,299,722,2,1,3
"",,,10010904,,,,528,389,917,,,
89,GHS Shikolai PS No. 1 (Combined) (T)**,Shekolai,10010905,,,,485,382,867,1,1,2
90,GHS Shikowlai PS No.2,Shikowlai,10010907,,,,852,680,1532,1,1,2
91,GPS Bostanai Banda (Combined) (T)**,Shekolai,10010906,,,,541,445,986,1,1,2
92,GPS   Khonan (Combined) (T)**,Shekolai,10010908,,,,341,248,589,1,1,2
93,GPS Garaka  (Combined) (T)**,Toranai,9030101,,,,434,382,816,2,1,3
"",,,9030102,,,,481,386,867,,,
94,GPS  Dandoqa (Combined) (T)**,"Charoq BabaKhel",9030103,,,,504,420,924,1,1,2
95,GPS Bahar (combined) (T)**,Bahar,9030104,,,,539,359,898,3,2,5
"",,,9030105,,,,334,286,620,,,
"",,,9030106,,,,264,253,517,,,
96,GPS Titwalan old building (Combined) (T),Titwalan,9030201,,,,144,129,273,2,1,3
"",,,9030202,,,,641,541,1182,,,
97,GMS Tirawray (Combined) (T)**,Titwalan,9030203,,,,375,317,692,2,1,3
"",,Tarorai,9030204,,,,422,401,823,,,
98,GPS Dankool (Combined) (T)**,Dankool,9030205,,,,310,243,553,2,1,3
"",,,9030206,,,,697,634,1331,,,
99,GMS  Alami Banda (Combined) (T)**,Alami Banda,9030501,,,,489,416,905,2,1,3
9030503,,,,359,282,641,,,,,,
100,GPS  Alami Banda (Combined) (T)**,Alami Banda,9030502,,,,428,244,672,1,1,2
101,GHS  Pishlor PS No.1 (Combined) (T)**,Pishlor,9030504,,,,621,535,1156,2,1,3
102,GHS Pishlor PS no.2,Pishlor,9030505,,,,635,529,1164,1,1,2
103,GPS Pishkand  (Combined) (T)**,Pishkand,9030506,,,,469,385,854,1,1,2
104,GPS Asharo Sar (Combined) (T)**,Kotkey,9030301,,,,408,318,726,2,1,3
"",,Dora Sar,9030302,,,,294,198,492,,,
"",,Asharo Sar,9030303,,,,108,66,174,,,
"",,Shaga,9030305,,,,343,246,589,,,
105,GPS  Choranay (Combined) (T)**,Geer,9030304,,,,584,466,1050,1,1,2
106,GHS Kabal Gram PS 1 (Combined) (T)**,Kabal Gram,9030307,,,,364,198,562,2,1,3
"",,9030308,,,,502,250,752,,,,
107,Government High School Kabalgram PS NO.2,Kabalgram,9030306,,,,654,383,1037,2,1,3
108,GPS Kabal Gram (Combined) (T)**,Kabal Gram,9030309,,,,929,458,1387,1,1,2
109,GGMS Martung (Male) (T)**,"Kuz KaleyMartung",9030401,,,,1069,0,1069,3,0,3
"",,9030402,,,,716,0,716,,,,
110,GGPS Martung (Female) (T)**,"Kuz KalayMartung",9030401,,,,0,743,743,0,2,2
"",,9030402,,,,0,539,539,,,,
111,GMS  Mandoria (Combined) (T)**,Mandoria,9030403,,,,753,590,1343,2,1,3
"",,Mir Jaley,9030406,,,,342,263,605,,,
112,GHS Martung PS No.1 (Combined) (T)**,"Manz KaleyMartung",9030404,,,,655,470,1125,2,1,3
113,GHS Martung PS No.2,"Manz KaleyMartung",9030405,,,,623,360,983,1,1,2
114,BHU Bhair Kamach (Combined) (T)**,"Hasham KhelDab",9030601,,,,530,431,961,1,1,2
115,GMS  Nakhtar (Combined)(T)**,Salay,9030602,,,,379,312,691,2,1,3
"",,Gado Garai,9030604,,,,520,473,993,,,
116,GMS  28-Kotkay (Combined) (T)**,Musa Khelo Sar,9030603,,,,416,351,767,2,1,3
"",,Reech Banr,9030605,,,,287,258,545,,,
"",,Nask,9030606,,,,279,218,497,,,
117,GPS  Bhair Kamach (combined) (T)**,Kamach,9030701,,,,313,232,545,2,1,3
"",,9030710,,,,121,90,211,,,,
"",,9030702,,,,578,458,1036,,,,
118,GHS  Kamach (Combined) (T)**,Kamach,9030703,,,,199,146,345,1,1,2
"",,9030704,,,,484,389,873,,,,
119,GPS  Kharaway (Combined),Dedal,9030705,,,,345,258,603,1,1,2
120,GPS Dewal Kamach(Combined) (T)*,Dedal,9030706,,,,482,267,749,2,1,3
"",,9030707,,,,203,129,332,,,,
121,GGPS Dedal (Combined) (T)**,Dedal,9030708,,,,376,317,693,1,1,2
9030709,,,,313,256,569,,,,,,
