46,Govt: Girls High School Shakoor,Shakoor,035010316,,,,0,247,247,0,3,3
"",(Female),Shakoor,035010317,,,,0,573,573,,,
"",,Shakoor,035010318,,,,0,167,167,,,
"",,Shakoor,035010319,,,,0,318,318,,,
"",Total,,,0,1305,1305,0,3,3,,,
47,"Govt: High School Shodag, Polling StationNo.I (Male)",Shodag,035010401,,,,725,0,725,3,0,3
"",,Shodag,035010402,,,,615,0,615,,,
"",Total,,,1340,0,1340,3,0,3,,,
48,"Govt: High School Shodag, Polling StationNo.II (Male)",Shodag,035010403,,,,196,0,196,2,0,2
"",,Shodag,035010404,,,,634,0,634,,,
"",Total,,,830,0,830,2,0,2,,,
49,Govt: girls high school shodag,Shodag,035010401,,,,0,582,582,0,3,3
"",(Female),Shodag,035010402,,,,0,422,422,,,
"",Total,,,0,1004,1004,0,3,3,,,
50,"Govt: Primary School, Shodag,",Shodag,035010403,,,,0,163,163,4,3,7
"",(Female),Shodag,035010404,,,,0,468,468,,,
"",,Shodag,035010405,,,,0,515,515,,,
"",,Shodag,035010406,,,,0,332,332,,,
"",Total,,,0,1478,1478,4,3,7,,,
51,"Govt: Primary School, Chill, (Male)",Chell,035010407,,,,843,0,843,3,0,3
"",,Chell,035010408,,,,193,0,193,,,
"",,Chell,035010414,,,,199,0,199,,,
"",Total,,,1235,0,1235,3,0,3,,,
52,"Govt Primary School Marghan Shodag(Male)",Shodag,035010405,,,,737,0,737,3,0,3
"",,Shodag,035010406,,,,456,0,456,,,
"",Total,,,1193,0,1193,3,0,3,,,
53,"Govt Girls Primary School chell payangulzada korona",Chell,035010407,,,,0,609,609,0,3,3
"",(Female),Chell,035010408,,,,0,152,152,,,
"",,Chell,035010414,,,,0,133,133,,,
"",Total,,,0,894,894,0,3,3,,,
54,"Govt: Girls Primary School,Spalmay,(Combined)",Chell,035010409,,,,392,297,392,4,2,6
"",,Chell,035010410,,,,364,437,364,,,
"",,Chell,035010415,,,,282,224,282,,,
"",Total,,,1038,958,1996,4,2,6,,,
55,"Govt: Primary School, Ganji DagNo.1,(Combined)",Moza Khel,035010411,,,,608,404,608,,,
"",,Moza Khel,035010412,,,,409,220,409,,,
"",,Moza Khel,035010416,,,,276,188,276,,,
"",Total,,,1293,812,2105,2,2,4,,,
56,"Govt: Primary School, PiranoKili,(Combined)",Moza Khel,035010413,,,,452,291,452,2,2,4
"",,Moza Khel,035010417,,,,473,324,473,,,
"",Total,,,925,615,1540,2,2,4,,,
57,"Govt: Middle School, Palay, (Male)",Dobandi,035010501,,,,788,0,788,4,0,4
"",,Dobandi,035010502,,,,214,0,214,,,
"",,Dobandi,035010503,,,,220,0,220,,,
"",,Dobandi,035010509,,,,247,0,247,,,
"",Total,,,1469,0,1469,4,0,4,,,
58,"Govt: Primary School Mardhand No.1(Male)",Palai Barazai,035010504,,,,49,0,49,2,0,2
"",,Palai Nusratzai,035010505,,,,457,0,457,,,
"",,Palai Nusratzai,035010506,,,,494,0,494,,,
"",,Palai Barazai,035010510,,,,44,0,44,,,
"",Total,,,1044,0,1044,2,0,2,,,
59,Govt: High School Mardhand,Palai Barazai,035010504,,,,0,30,30,0,2,2
"",(Female),Palai Barazai,035010510,,,,0,30,30,,,
"",,Palai Nusratzai,035010505,,,,0,372,372,,,
"",,Palai Nusratzai,035010506,,,,0,404,404,,,
"",Total,,,0,836,836,0,2,2,,,
60,"Govt: Primary School, Palay ,",Dobandi,035010501,,,,0,577,577,0,3,3
"",(Female),Dobandi,035010502,,,,0,145,145,,,
"",,Dobandi,035010503,,,,0,149,149,,,
"",,Dobandi,035010509,,,,0,171,171,,,
"",Total,,,0,1042,1042,0,3,3,,,
61,"Govt: Girls Primary School, Tore Khat,",Asghar,035010507,,,,0,60,60,0,1,1
"",(Female),Asghar,035010511,,,,0,46,46,,,
"",,Qilla,035010508,,,,0,367,367,,,
"",Total,,,0,473,473,0,1,1,,,
62,"Govt: Primary School, Tore Khat, (Male)",Asghar,035010507,,,,76,0,76,,,
"",,Qilla,035010508,,,,452,0,452,,,
"",,Asghar,035010511,,,,83,0,83,,,
"",Total,,,611,0,611,2,0,2,,,
63,"Govt: High School, Sor Kamar, (Male)",Bar Behram Dheri,035010601,,,,366,0,366,,,
"",,Bar Behram Dheri,035010602,,,,378,0,378,,,
"",,Bar Behram Dheri,035010612,,,,351,0,351,,,
"",,Bar Behram Dheri,035010613,,,,373,0,373,,,
"",Total,,,1468,0,1468,4,0,4,,,
64,"Govt: Primary School Sor Kamar,",Bar Behram Dheri,035010601,,,,0,255,255,,,
"",(Female),Bar Behram Dheri,035010612,,,,0,284,284,,,
"",,Bar Behram Dheri,035010602,,,,0,293,293,,,
