1,2,3,4,5,6,7,8,9,10,11,12,13
,,,,,,460,326,786,,,,
53,Basic Health Unit Shamlai at Bansair,Bansair,20010718,,,,600,411,1011,1,1,2
,,,,,,600,411,1011,,,,
54,Government Primary School Ayeen,Bansair,20010716,,,,565,375,940,1,1,2
,Bansair,20010717,,,,172,131,303,,,,
,,,,,,737,506,1243,,,,
55,Government Primary School Donga Shah Khel,Shahkhel,20010706,,,,292,193,485,1,1,2
,Shahkhel,20010707,,,,37,32,69,,,,
,Shahkhel,20010708,,,,1,0,1,,,,
,Shahkhel,20010709,,,,0,0,0,,,,
,Shahkhel,20010710,,,,341,227,568,,,,
,,,,,,671,452,1123,,,,
56,Government Primary School Rasheed Abad,Shah Khel,20010711,,,,95,59,154,1,1,2
,Shah Khel,20010712,,,,250,168,418,,,,
,,,,,,345,227,572,,,,
57,Government Primary School Khait Bansair,Khet,20010713,,,,0,0,0,1,1,2
,Khet,20010714,,,,286,174,460,,,,
,Khet,20010715,,,,327,197,524,,,,
,,,,,,613,371,984,,,,
58,Government High School Hill,Hill,20010601,,,,191,148,339,2,1,3
,Hill,20010602,,,,164,115,279,,,,
,Hill,20010603,,,,549,337,886,,,,
,Hill,20010604,,,,0,0,0,,,,
,,,,,,904,600,1504,,,,
59,Government Primary School Hill,Hill,20010605,,,,72,0,72,3,0,3
,Hill,20010606,,,,0,0,0,,,,
,Hill,20010607,,,,512,0,512,,,,
,Hill,20010608,,,,607,0,607,,,,
,Hill,20010609,,,,280,0,280,,,,
,,,,,,1471,0,1471,,,,
60,Government Girls Primary School Hill,Hill,20010605,,,,0,42,42,0,1,1
Hill,20010606,,,,0,0,0,,,,,
Hill,20010607,,,,0,357,357,,,,,
Hill,20010608,,,,0,361,361,,,,,
Hill,20010609,,,,0,167,167,,,,,
,,,,,0,927,927,,,,,
Malkal Gali,20010610,,,,192,147,339,,,,,
Malkal Gali,20010611,,,,334,189,523,,,,,
,Malkal Gali,20010612,,,,131,78,209,,,,
,,,,,,657,414,1071,,,,
62,Government Primary School Malkal Gali,Malkal Gali,20010613,,,,301,183,484,1,1,2
,Malkal Gali,20010614,,,,192,97,289,,,,
,Malkal Gali,20010615,,,,332,204,536,,,,
,,,,,,825,484,1309,,,,
63,Government Primary School Sangu,Phagora,20010401,,,,471,278,749,1,1,2
,,,,,,471,278,749,,,,
64,Basic Health Unit Phagora,Phagora,20010402,,,,642,436,1078,1,1,2
,,,,,,642,436,1078,,,,
65,Government High School Phagora,Phagora,20010403,,,,1053,0,1053,3,0,3
,Phagora,20010406,,,,209,0,209,,,,
,,,,,,1262,0,1262,,,,
66,Government Primary School Phagora,Phagora,20010403,,,,0,728,728,0,1,1
,Phagora,20010406,,,,0,131,131,,,,
,,,,,,0,859,859,,,,
67,Government Girls Primary School Phagora,Phagora,20010404,,,,0,634,634,0,2,2
,Phagora,20010405,,,,0,447,447,,,,
,,,,,,0,1081,1081,,,,
68,"Government Girls Primary School Bhai KhelPhagora",Phagora,20010405,,,,660,0,660,1,0,1
,,,,,,660,0,660,,,,
69,"Government Girls Middle School Bhai KhelPhagora",Phagora,20010404,,,,909,0,909,2,0,2
,,,,,,909,0,909,,,,
70,Government High School Neelishang,Neelishang Gharbi,20010501,,,,682,0,682,3,0,3
,Neelishang Gharbi,20010502,,,,595,0,595,,,,
,,,,,,1277,0,1277,,,,
71,Government Girls High School Neelishang,Neelishang Gharbi,20010501,,,,0,485,485,0,1,1
,Neelishang Gharbi,20010502,,,,0,402,402,,,,
