1,2,3,4,5,6,7,8,9,10,11,12,13
"",,SPIN JAMAAT DARSAMAND,047010414,,,,421,,,,,
"",,SPIN JAMAAT DARSAMAND,047010415,,,,730,,,,,
39,Govt: Primary School No.1 Saro Khel(F),Spin jamaat Darsamand,047010401,,,,,453,"1,495",0,2,2
"",,Spin jamaat Darsamand,047010402,,,,,56,,,,
"",,Spin jamaat Darsamand,047010413,,,,,247,,,,
"",,Spin jamaat Darsamand,047010414,,,,,240,,,,
"",,Spin jamaat Darsamand,047010415,,,,,499,,,,
40,Govt:High School Mamoon Banda (C ),"MAMOON BANDADARSAMAND",047010403,,,,"1,167",691,"1,858",3,1,4
41,Govt:Girls Primary School Saro Khel (C ),SARO KHEL  DARSAMAND,047010404,,,,628,399,"1,027",1,1,2
42,Govt. Primary School Regi Mada Khel (C),REGI/AZIMI DARSAMAND,047010405,,,,"1,127",802,"1,929",2,2,4
43,"Govt: Girls Middle SchoolDarsamand(M)",Regi Patan Khel Darsamand,047010406,,,,585,,"1,369",3,0,3
"",,Regi Patan Khel Darsamand,047010416,,,,784,,,,,
44,"Govt: Primary School No.1 (pathan Khel)(F)","REGI PATAN KHELDARSAMAND",047010406,,,,,411,948,0,2,2
"",,"REGI PATAN KHELDARSAMAND",047010416,,,,,537,,,,
45,"Govt:Primary School Bazar KhelDersamand (C )",BAZAR KHEL DARSAMAND,047010407,,,,632,336,"1,884",3,1,4
"",,BAZAR KHEL DARSAMAND,047010417,,,,521,395,,,,
46,Govt: High School Darsamand (C),"JAWARO GHUNDIDARSAMAND",047010409,,,,520,391,"1,283",2,1,3
"",,"JAWARO GHUNDIDARSAMAND",047010418,,,,269,103,,,,
47,"Govt:Primary School No.2 Azim AbadDersamand (C )",JANDI DARSAMAND,047010408,,,,834,594,"1,428",2,1,3
48,Union Council Office Darsamand (M),"KARIGRAN JANDIDARSAMAND",047010410,,,,666,,"1,224",2,0,2
"",,"KARIGRAN JANDIDARSAMAND",047010419,,,,558,,,,,
49,"Govt: Primary School No.3Darsamand(F)",Karigran Jandi Darsamand,047010410,,,,,467,818,0,2,2
"",,Karigran Jandi Darsamand,047010419,,,,,351,,,,
50,Govt. Primary School Jawar Ghundi(C ),PASS KILLI DARSAMAND,047010411,,,,209,147,"1,930",3,1,4
"",,PASS KILLI DARSAMAND,047010412,,,,227,143,,,,
"",,PASS KILLI DARSAMAND,047010420,,,,748,456,,,,
51,Govt:Primary School No.1 Dallan(M ),MIAN NOOR DALLAN,047010704,,,,"1,410",,"1,410",3,0,3
52,Govt:Girls Primary School Dallan(F),MIAN NOOR DALLAN,047010704,,,,,"1,010","1,010",0,2,2
53,Govt:High School Dallan(M),MAZRIN DALLAN,047010705,,,,988,,"2,303",4,0,4
"",,STER DALLAN,047010706,,,,"1,315",,,,,
54,Govt: Girls High School Dallan(F),Mazrin Dallan,047010705,,,,,754,"1,680",0,3,3
"",,Star Dallan,047010706,,,,,926,,,,
55,Govt:PrimarySchool Ganderi(C ),WALI KHEL GANDERI,047010701,,,,"1,120",767,"1,887",2,2,4
56,Govt:High School Ganderi(C),BADO ZIARAT GANDERI,047010702,,,,770,548,"1,318",2,1,3
57,Govt Primary School Sheikh Wali( C),ZAIR KAMER GANDERI,047010703,,,,839,570,"1,409",2,1,3
58,"Govt:Primary School Qadri Banda No.1(M )",QADRI BANDA MIANJI KHEL,047010601,,,,"1,335",,"1,335",2,0,2
59,"Govt:Primary School Qadri BandaNo.2(F )",QADRI BANDA MIANJI KHEL,047010601,,,,,987,987,0,2,2
60,Govt:Middle School Mianji Khel(C ),MIANJI KHEL,047010602,,,,783,466,"1,249",2,1,3
61,Govt: Primary School Adam Banda(C ),Adam Banda Mianji Khel,047010603,,,,"1,165",689,"1,854",3,1,4
62,Govt:High School Thall(M),,,Darul Uloom Thall,047020101,,"1,532",,"1,532",3,0,3
