"",,TOTAL: -,,---,---,---,0,1170,1170,0,3,3
73,"Govt Girls HigherSecondry School Kalabat(New building)(F) 2nd PS(P)*",Kalabat,32020604,---,---,---,0,308,308,0,3,3
"",,Kalabat,32020605,---,---,---,0,239,239,,,
"",,Kalabat,32020606,---,---,---,0,167,167,,,
"",,Kalabat,32020607,---,---,---,0,236,236,,,
"",,TOTAL: -,,---,---,---,0,950,950,0,3,3
74,"Govt:Primary School No.1Kalabat (M) 1st PS (P)*",Kalabat,32020608,---,---,---,844,0,844,3,0,3
"",,Kalabat,32020615,---,---,---,0,0,0,,,
"",,Kalabat,32020609,---,---,---,208,0,208,,,
"",,TOTAL: -,,---,---,---,1052,0,1052,3,0,3
75,"Govt:Primary School No.1Kalabat (M) 2nd PS (P)*",Kalabat,32020610,---,---,---,772,0,772,2,0,2
"",,Kalabat,32020616,---,---,---,0,0,0,,,
"",,TOTAL: -,,---,---,---,772,0,772,2,0,2
76,"Govt:Primary SchoolQadar Abad KhazanaKalabat (M) (P)*",Kalabat,32020611,---,---,---,809,0,809,3,0,3
"",,Kalabat,32020617,---,---,---,0,0,0,,,
"",,Kalabat,32020618,---,---,---,0,0,0,,,
"",,Khazana,32020612,---,---,---,482,0,482,,,
"",,TOTAL: -,,---,---,---,1291,0,1291,3,0,3
77,"Govt Girls High SchoolKalabat (F) 1st PS (P)*",Kalabat,32020608,---,---,---,0,743,743,0,3,3
Kalabat,32020615,---,---,---,0,0,0,,,,,
Kalabat,32020610,---,---,---,0,593,593,,,,,
Kalabat,32020616,---,---,---,0,0,0,,,,,
"",,TOTAL: -,,---,---,---,0,1336,1336,0,3,3
78,"Govt Girls High SchoolKalabat (F) 2nd PS (P)*",Kalabat,32020609,---,---,---,0,170,170,0,3,3
"",,Kalabat,32020611,---,---,---,0,540,540,,,
"",,Kalabat,32020617,---,---,---,0,0,0,,,
"",,Kalabat,32020618,---,---,---,0,0,0,,,
"",,Khazana,32020612,---,---,---,0,287,287,,,
"",,TOTAL: -,,---,---,---,0,997,997,0,3,3
79,"Govt:Primary School No.2Zarobi (M) 1st PS (P)*",Zarobi,32020701,---,---,---,922,0,922,3,0,3
"",,Zarobi,32020721,---,---,---,0,0,0,,,
"",,Zarobi,32020722,---,---,---,0,0,0,,,
"",,Zarobi,32020707,---,---,---,542,0,542,,,
"",,Zarobi,32020723,---,---,---,0,0,0,,,
"",,Zarobi,32020724,---,---,---,0,0,0,,,
"",,TOTAL: -,,---,---,---,1464,0,1464,3,0,3
80,"Govt:Primary School No.2Zarobi (M) 2nd PS (P)*",Zarobi,32020708,---,---,---,195,0,195,3,0,3
"",,Zarobi,32020725,---,---,---,0,0,0,,,
"",,Zarobi,32020709,---,---,---,397,0,397,,,
"",,Zarobi,32020726,---,---,---,0,0,0,,,
"",,Zarobi,32020710,---,---,---,374,0,374,,,
"",,Zarobi,32020727,---,---,---,0,0,0,,,
"",,Zarobi,32020711,---,---,---,169,0,169,,,
"",,TOTAL: -,,---,---,---,1135,0,1135,3,0,3
81,"Govt:Primary School No.2Zarobi (M) 3rd PS (P)*",Zarobi,32020712,---,---,---,411,0,411,2,0,2
"",,Zarobi,32020713,---,---,---,450,0,450,,,
"",,Zarobi,32020728,---,---,---,0,0,0,,,
"",,Zarobi,32020729,---,---,---,0,0,0,,,
"",,TOTAL: -,,---,---,---,861,0,861,2,0,2
82,"Govt: Girls Primary SchoolNo.1 Zarobi (F) (P)*",Zarobi,32020701,---,---,---,0,762,762,0,3,3
"",,Zarobi,32020721,---,---,---,0,0,0,,,
"",,Zarobi,32020722,---,---,---,0,0,0,,,
"",,Zarobi,32020707,---,---,---,0,453,453,,,
"",,Zarobi,32020723,---,---,---,0,0,0,,,
"",,Zarobi,32020724,---,---,---,0,0,0,,,
"",,TOTAL: -,,---,---,---,0,1215,1215,0,3,3
83,"Govt: Girls Primary SchoolNo.3 Zarobi (F) 1st PS (P)*",Zarobi,32020708,---,---,---,0,168,168,0,2,2
Zarobi,32020725,---,---,---,0,0,0,,,,,
Zarobi,32020709,---,---,---,0,322,322,,,,,
"",,Zarobi,32020726,---,---,---,0,0,0,,,
"",,Zarobi,32020710,---,---,---,0,306,306,,,
"",,Zarobi,32020727,---,---,---,0,0,0,,,
"",,TOTAL: -,,---,---,---,0,796,796,0,2,2
84,"Govt: Girls Primary SchoolNo.3 Zarobi (F) 2nd PS(P)*",Zarobi,32020711,---,---,---,0,124,124,0,2,2
"",,Zarobi,32020712,---,---,---,0,380,380,,,
"",,Zarobi,32020713,---,---,---,0,344,344,,,
"",,Zarobi,32020728,---,---,---,0,0,0,,,
"",,Zarobi,32020729,---,---,---,0,0,0,,,
"",,TOTAL: -,,---,---,---,0,848,848,0,2,2
85,"Govt:High School Zarobi(M) 1st PS (P)*",Zarobi,32020702,---,---,---,124,0,124,2,0,2
"",,Zarobi,32020703,---,---,---,110,0,110,,,
"",,Zarobi,32020704,---,---,---,243,0,243,,,
"",,Zarobi,32020705,---,---,---,243,0,243,,,
"",,Zarobi,32020706,---,---,---,48,0,48,,,
"",,TOTAL: -,,---,---,---,768,0,768,2,0,2
86,"Govt:High School Zarobi(M) 2nd P.S (P)*",Zarobi,32020714,---,---,---,495,0,495,3,0,3
"",,Zarobi,32020730,---,---,---,0,0,0,,,
"",,Zarobi,32020731,---,---,---,0,0,0,,,
