1,2,3,,4,5,6,,7,,8,9,,10,,11,
School Hasilpur. 123,Mohallah,,,,,,
"(Female)",Ward No.9.,,,,,,
Govt Boys High,Gharib,,,,,,
School Hasilpur. 123,Mohallah,,,,,,
"(Female)",Ward No.9.,,,,,,
"",Ghousia,238110406,0,249,,,
"","Masjid,",,,,,,
"",Saiddiqa,,,,,,
"",Raja Chowk,238110504,0,285,,,
"",Jangi Chowk.,,,,,,
"",,,0,1187,,,
Govt Girls High,Ward No.8,238110405,385,302,2,2,4
School Hasilpur.,Gharib,,,,,,
"(Combind)",Mohallah.,,,,,,
"",Gharib,238110408,406,305,,,
"",Mohhalh,,,,,,
"",Chongi No.4,,,,,,
"",Gharib,238110409,239,171,,,
"",Mohallah,,,,,,
"",Ward No.8,,,,,,
"",,,1030,778,,,
Municiapal Committee,Gharib,238110309,471,0,4,0,4
Office Hasilpur.,Mohallah,,,,,,
"(Male).",Jangi Chowk.,,,,,,
"",Disposal,238110401,586,0,,,
"",Road?,,,,,,
"",Gareeb,,,,,,
"",Gharib,238110402,598,0,,,
"",Mohallah,,,,,,
"",Madina Mind.,,,,,,
"",Chongi No.4,238110407,278,0,,,
"",,,1933,0,,,
Market Committee,Gharib,238110309,0,328,0,3,3
Office Hasilpur.,Mohallah,,,,,,
"(Female).",Jangi Chowk.,,,,,,
"",Disposal,238110401,0,509,,,
"","Road, Gareeb",,,,,,
"",Muhallah,,,,,,
"",Gharib,238110402,0,467,,,
"",Mohallah,,,,,,
"",Madina Mind.,,,,,,
"",Chongi No.4,238110407,0,181,,,
"",,,0,1485,,,
Govt Girls Middle,Thana City,238110306,383,0,2,0,2
School Near Chongi,Chowk.,,,,,,
No.4. (Male),,,,,,,
"",Gharib,238110307,552,0,,,
"",Mohallah,,,,,,
"",Ghousia,,,,,,
"",,,935,0,,,
Govt Girls Middle,Gharib,238110308,709,0,4,0,4
School Near Chongi,Mohallah,,,,,,
No.4. (Male)  127,Chongi No.4,,,,,,
"",Ward No.11,238110404,770,0,,,
"",Gali No.5,,,,,,
"",Ward No.11,238110410,775,0,,,
"",Gali No.5,,,,,,
"",,,2254,0,,,
Govt Girls Middle,Gharib,238110308,0,532,0,3,3
School Near Chongi,Mohallah,,,,,,
No.4 (Female).  128,Chongi No.4,,,,,,
"",Ward No.11,238110404,0,584,,,
"",Gali No.5,,,,,,
"",Ward No.11,238110410,0,611,,,
"",Gali No.5,,,,,,
"",,,0,1727,,,
Govt Girls Middle,Thana City,238110306,0,311,0,2,2
School Near Chongi,Chowk.,,,,,,
No.4 (Female).,,,,,,,
"",Gharib,238110307,0,405,,,
"",Mohallah,,,,,,
"",Ghousia,,,,,,
"",,,0,716,,,
Ghalla Godown,Railway Road,238110208,492,0,3,0,3
Hasilpur. (Male).,Gharib Mohall,,,,,,
"",Gharib,238110303,809,0,,,
"",Mohallah Near,,,,,,
"",Girls School,,,,,,
"",,,1301,0,,,
Govt Girls Elementary,Railway Road,238110208,0,409,0,2,2
Middle School Yaqoob,Gharib Mohall,,,,,,
Chowk Gharib,,,,,,,
"",Gharib,238110303,0,678,,,
Mohallah. (Female).,,,,,,,
"",Mohallah Near,,,,,,
"",Girls School,,,,,,
"",,,0,1087,,,
Govt Rafiq Middle,Bewah,238110204,263,0,3,0,3
School Gharib,ACzoilzo nCyh.owk,238110205,170,0,,,
Mohallah Hasilpur.,Darbar Road,,,,,,
"",Thana Road,238110206,416,0,,,
"",Bewah Colony,,,,,,
"",Arfat Colony,238110207,405,0,,,
"",Darbar Road,,,,,,
"",Gharib,238110302,435,0,,,
"",Mohallah St,,,,,,
"",No.9,,,,,,
"",,,1689,0,,,
Office Union Council,Bewah,238110204,0,219,0,3,3
"No.39, Gharib",CAzoilzo nCyh.owk,238110205,0,115,,,
Mohallah Hasilpur.,Darbar Road,,,,,,
"(Female).",,,,,,,
"",Thana Road,238110206,0,306,,,
"",Bewah Colony,,,,,,
"",Arfat Colony,238110207,0,341,,,
"",Darbar Road,,,,,,
"",Gharib,238110302,0,351,,,
"",Mohallah St,,,,,,
"",No.9,,,,,,
"",,,0,1332,,,
Govt Boys Primary,Darbar Road.,238110201,601,0,2,0,2
School Gharib,Darbar Road,238110202,245,0,,,
Mohallah Ex-Ward 16.,Chongi No.4.,,,,,,
"",Ward No.16,238110203,368,0,,,
"",Gharib,,,,,,
"",Mohallah.,,,,,,
"",,,1214,0,,,
Govt Girls Primary,Darbar Road.,238110201,0,465,0,2,2
School Gharib,Darbar Road,238110202,0,204,,,
Mohallah. (Female).,Chongi No.4.,,,,,,
"",Ward No.16,238110203,0,294,,,
"",Gharib,,,,,,
"",Mohallah.,,,,,,
"",,,0,963,,,
Stadium,Gharib,238110104,521,0,3,0,3
Hasilpur.(Male),RMaoihlwaallay h,238110105,274,0,,,
"","PRhaailwtaaky Line,",238110106,292,0,,,
"",Gareebi,,,,,,
"",Muhallah,,,,,,
"","Railway Line,",,,,,,
"",Gareebi,,,,,,
"",Muhallah,,,,,,
"",Gharib,238110107,205,0,,,
"","Mohallah,",,,,,,
"",Near Rangila,,,,,,
"",Shah Darbar,,,,,,
"",Gharib,238110108,123,0,,,
"",Mohllah Ward,,,,,,
"",No.17.,,,,,,
"",,,1415,0,,,
Govt Girls Middle,Gharib,238110104,0,394,0,2,2
School Ex-Ward,RMaoihlwaallay h,238110105,0,197,,,
No.17. (Female).,"PRhaailwtaaky Line,",238110106,0,203,,,
"",Near Gareeb,,,,,,
"",Abad,,,,,,
"",Gharib,238110107,0,163,,,
"",MGhoahraiblla h.,238110108,0,103,,,
"",Mohllah Ward,,,,,,
"",No.17.,,,,,,
"",,,0,1060,,,
Stadium Hasilpur.,Gharib,238110101,593,0,3,0,3
"(Male).",MReohhmalalanh .,238110102,240,0,,,
"","Chowk,",,,,,,
"",Gareeb,,,,,,
"",Abbasia,238110103,415,0,,,
"",Chowk Gharib,,,,,,
"",Mohallah,,,,,,
"",Railway,238110506,289,0,,,
"",Phataic.,,1537,0,,,
Govt Girls Middle,Gharib,238110101,0,481,0,2,2
School Ex-Ward,RMeohhmalalanh .,238110102,0,191,,,
No.17. (Female).,"Chowk,",,,,,,
"",Gareeb,,,,,,
"",Abbasia,238110103,0,364,,,
"",Chowk Gharib,,,,,,
"",Mohallah,,,,,,
"",Railway,238110506,0,235,,,
"",Phataic.,,0,1271,,,
Hasilpur Co-Operative,Gharib,238110301,370,286,2,2,4
Form near Midressa,"MRaoihlwaallay hR. oad,",238110304,169,128,,,
Aya-Ul-Aloom,Saddiqa,,,,,,
Hasilpur. (Combind),Masjid,,,,,,
"",Darbar Road.,238110305,521,428,,,
"",,,1060,842,,,
Govt Boys Primary,Bungla Road.,238100101,437,0,3,0,3
School Chak,Chak,238100102,215,0,,,
No.18/FW. (Male).,CNoh.a1k8 /FW.,238100105,498,0,,,
"",GNoh.a1r8ib/F W.,238100306,343,0,,,
"","Mohallah,",,,,,,
"",Near Darme,,,,,,
"","Petroliam,",,,,,,
"",Basti Labana,,,,,,
"",,,1493,0,,,
Govt Girls Middle,Bungla Road.,238100101,0,339,0,2,2
School Chak,Chak,238100102,0,133,,,
No.18/FW. (Female).,CNho.a1k8 /FW.,238100105,0,405,,,
"",NGoh.a1r8ib/F W.,238100306,0,269,,,
"","Mohallah,",,,,,,
"",Near Darme,,,,,,
"","Petroliam,",,,,,,
"",Basti Labana,,,,,,
"",Near Darme,,,,,,
"","Petroliam,",,,,,,
"",Basti Labana,,,,,,
"",,,0,1146,,,
Govt Boys Primary,Rasool Abad.,238100301,535,0,3,0,3
School Jalandhar,Jalindhar,238100302,467,0,,,
Colony Hasilpur.,"Colony,",,,,,,
"",Vehari Mor,,,,,,
"",Jalindhar,238100303,451,0,,,
"",RCoasloonoyl. Abad.,238100307,217,0,,,
"",,,1670,0,,,
Govt Boys Primary,Rasool Abad.,238100301,0,470,0,3,3
School Jalandhar,Jalindhar,238100302,0,438,,,
Colony Hasilpur.142,"Colony,",,,,,,
"(Female)",Vehari Mor,,,,,,
"",Jalindhar,238100303,0,406,,,
"",CRoalsoonoyl. Abad.,238100307,0,177,,,
"",,,0,1491,,,
Office Union Council,Muhammaadi,238100103,0,258,3,0,3
"No.37, Hasilpur.",a Colony.,,,,,,
"(Male).",,,,,,,
"",Muhammaadi,238100103,369,0,,,
"",a Colony.,,,,,,
"",Aziz Abad,238100104,0,406,,,
"",Colony.,,,,,,
"",Aziz Abad,238100104,438,0,,,
"",Colony.,,,,,,
"",,,807,664,,,
Office Union Council,Tahir Colony.,238100209,449,0,2,0,2
"No.37, Hasilpur.",Christian,238100304,364,0,,,
"(Male).  143",CGoolroaniay,238100305,449,0,,,
"",Hospital,,1262,0,,,
Govt Boys Primary,Tahir Colony.,238100209,0,374,0,2,2
School Hasilpur Old.,Christian,238100304,0,294,,,
"(Female).  144",CGoolroaniay,238100305,0,374,,,
"",Hospital,,0,1042,,,
Govt Boys Primary,Tahir Colony.,238100209,0,374,0,2,2
School Hasilpur Old.,Christian,238100304,0,294,,,
"(Female).  144",GCoolroaniay,238100305,0,374,,,
"",Hospital,,0,1042,,,
Govt Boys High,Mohallah,238100202,566,0,3,0,3
School No.2 Hasilpur,Alamdar,,,,,,
Old. (Male).,,,,,,,
"",Mohallah,238100203,445,0,,,
"",MQaozhiaalnla.h,238100204,530,0,,,
"",Loharan.,,,,,,
"",,,1541,0,,,
Govt Boys High,Mohllalh Abu,238100205,606,0,2,0,2
School No.2 Hasilpur,Bakar.,,,,,,
Old. (Male).  145,,,,,,,
"",Mohallah,238100206,485,0,,,
"",Sadat.,,1091,0,,,
Govt Girls High,Mohllalh Abu,238100205,0,461,0,2,2
School Hasilpur Old.,Bakar.,,,,,,
"(Female). 146",,,,,,,
"",Mohallah,238100206,0,382,,,
"",Sadat.,,0,843,,,
Govt Girls High,Mohallah,238100202,0,418,0,2,2
School Hasilpur Old.,Alamdar,,,,,,
"(Female).",,,,,,,
Govt Girls High,Mohallah,,,,,,
School Hasilpur Old.,Alamdar,,,,,,
"(Female).",,,,,,,
"",Mohallah,238100203,0,371,,,
"",QMaozhiaalnla.h,238100204,0,449,,,
"",Loharan.,,,,,,
"",,,0,1238,,,
Govt Boys High,Mohallah,238100201,453,0,3,0,3
School No.2 Hasilpur,"Chapher,",,,,,,
Old. (Male).,Purana Hasil,,,,,,
"",Pur Road,,,,,,
"",Ghousia,238100207,694,0,,,
"",MBaasstjii dJattan,238100208,564,0,,,
"","Wali, Purana",,,,,,
"",Hasil Pur,,,,,,
"",Road,,,,,,
"",,,1711,0,,,
Govt Boys High,Mohallah,238100201,0,317,0,3,3
School No.2 Hasilpur,"Chapher,",,,,,,
Old. (Female).,Purana Hasil,,,,,,
"",Pur Road,,,,,,
"",Ghousia,238100207,0,539,,,
"",BMaasstjii dJattan,238100208,0,475,,,
"","Wali, Purana",,,,,,
"",Hasil Pur,,,,,,
"",Road,,,,,,
"",,,0,1331,,,
Govt Boys,Talhar.,238020301,342,0,4,0,4
Middle/Elementary,Talhar.,238020302,467,0,,,
School Talhar. (Male,,,,,,,
"",Talhar.,238020303,482,0,,,
"",Talhar.,238020304,397,0,,,
"",Shah Pur.,238020307,181,0,,,
"",,,1869,0,,,
Govt Boys,Talhar.,238020301,0,289,0,3,3
Middle/Elementary,Talhar.,238020302,0,372,,,
School Talhar.149,,,,,,,
"",Talhar.,238020303,0,422,,,
"",Talhar.,238020304,0,265,,,
"",Shah Pur.,238020307,0,148,,,
"",,,0,1496,,,
Govt Girls Elementary,Talhar.,238020305,291,216,1,1,2
School Hafiz Abad,Talhar.,238020306,322,235,,,
Mouza Talhar.,,,,,,,
"",,,613,451,,,
"(Combind)",,,,,,,
Govt Boys Primary,Badana,238030401,569,0,3,0,3
School Basti Batlian.,GBahdaarbnia.,238030402,547,0,,,
"(Male).",GBahdaarbnia.,238030403,276,0,,,
"",Gharbi.,,1392,0,,,
Government Girls,Badana,238030401,0,454,0,2,2
Community Model,GBahdaarbnia.,238030402,0,428,,,
School Badana,GBahdaarbnia.,238030403,0,240,,,
Gharbi. (Female).,,,,,,,
"",Gharbi.,,,,,,
"",,,0,1122,,,
Government Girls,Badana,238030404,376,0,3,0,3
Primary School Basti,GBahdaarbnia.,238030405,548,0,,,
Qazi Saeed Badana,BGahdaarbnia.,238030406,553,0,,,
Gharbi. (Male).,,,,,,,
"",Gharbi.,,,,,,
"",,,1477,0,,,
Government Boys,Badana,238030404,0,305,0,2,2
Primary School Basti,GBahdaarbnia.,238030405,0,425,,,
Qazi Saeed Badana,GBahdaarbnia.,238030406,0,501,,,
Gharbi. (Female).,,,,,,,
"",Gharbi.,,,,,,
"",,,0,1231,,,
Government Boys,Chak Katora.,238030407,502,371,2,1,3
Middle School Chak,Chak Katora.,238030408,307,277,,,
Katora.(Combind),,,,,,,
"",,,809,648,,,
Government Boys,Chouhan.,238030201,520,379,2,2,4
Primary School Basti,Chouhan.,238030202,354,255,,,
Choushan.,,,,,,,
"",Chouhan.,238030203,237,173,,,
"",,,1111,807,,,
Office Union Council,Chouhan.,238030204,410,279,2,2,4
"No.43, Hasilpur.",Chouhan.,238030205,435,341,,,
"(Combined)",,,,,,,
"",Chouhan.,238030206,434,364,,,
"",,,1279,984,,,
Government Girls,Chouhan.,238030207,495,367,1,1,2
Elementary School,,,495,367,,,
Basti Chouhan.,,,,,,,
"(Combined)",,,,,,,
Government Boys,Chouhan.,238030208,298,231,1,1,2
Primary School Noor,,,298,231,,,
Shah. (Combined),,,,,,,
Government Boys,Naseer Pur,238030209,611,476,1,1,2
Primary School,Ganja.,,,,,,
Naseer Pur Ganja.,,,,,,,
"",,,611,476,,,
Government Girls,Hasilpur Old.,238030101,762,690,2,2,4
Primary School Basti,Hasilpur Old.,238030102,200,184,,,
Choti,,,,,,,
"",,,962,874,,,
Government Girls,Hasilpur Old.,238030103,415,330,1,1,2
Primary School Basti,Hasilpur Old.,238030104,205,149,,,
Abdul Shakoor,,,,,,,
"",,,620,479,,,
Dultana. (Combined),,,,,,,
Government Boys,Hasilpur Old.,238030105,551,439,1,1,2
Primary School Basti,Hasilpur Old.,238030106,101,78,,,
Bagh Wali Arain.,,,,,,,
"",,,652,517,,,
"(Combined)",,,,,,,
Government Boys,Hasilpur Old.,238030107,481,0,4,0,4
Middle School Basti,Hasilpur Old.,238030108,553,0,,,
Narban. (Male),,,,,,,
"",Hasilpur Old.,238030109,113,0,,,
"",Hasilpur Old.,238030110,181,0,,,
"",Hasilpur Old.,238100401,111,0,,,
"",Hasilpur Old.,238100402,0,0,,,
"",Hasilpur Old.,238100403,38,0,,,
"",Hasilpur Old.,238100404,5,0,,,
"",Hasilpur Old.,238100405,569,0,,,
"",,,2051,0,,,
Government Boys,Hasilpur Old.,238030107,0,411,0,3,3
Middle School Basti,Hasilpur Old.,238030108,0,396,,,
Narban. 164 (Female),,,,,,,
"",Hasilpur Old.,238030109,0,36,,,
"",Hasilpur Old.,238030110,0,109,,,
"",Hasilpur Old.,238100401,0,89,,,
"",Hasilpur Old.,238100402,0,6,,,
"",Hasilpur Old.,238100403,0,92,,,
"",Hasilpur Old.,238100404,0,29,,,
"",Hasilpur Old.,238100405,0,384,,,
"",,,0,1552,,,
Government Girls,Hasilpur Old.,238030111,143,87,1,1,2
Primary School Ismail,Hasilpur Old.,238030112,506,370,,,
Abad Near Khokhra,,,,,,,
"",,,649,457,,,
Abad. (Combined),,,,,,,
Government Boys,Pallah.,238030301,245,0,4,0,4
Middle School Basti,Pallah.,238030302,486,0,,,
Pallah Colony. (Male).,,,,,,,
"",Pallah.,238030303,13,0,,,
"",Pallah.,238030304,329,0,,,
"",Pallah.,238030305,642,0,,,
"",Pallah.,238030306,412,0,,,
"",Pallah.,238030307,346,0,,,
"",Pallah.,238030308,426,0,,,
"",,,2899,0,,,
Government Boys,Pallah.,238030309,39,0,2,0,2
Middle  School Basti,Pallah.,238030310,408,0,,,
Pallah Colony. (Male).,,,,,,,
"",Gahi Behram,238030311,376,0,,,
"",,,823,0,,,
Government Girls,Pallah.,238030309,0,36,0,2,2
Primary School Basti,Pallah.,238030310,0,322,,,
Pallah Mari. (Female).,,,,,,,
"",Gahi Behram,238030311,0,317,,,
"",,,0,675,,,
Government Girls,Pallah.,238030301,0,205,0,4,4
Primary School Basti,Pallah.,238030302,0,428,,,
Pallah Mari. (Female).,,,,,,,
"",Pallah.,238030303,0,12,,,
"",Pallah.,238030304,0,264,,,
"",Pallah.,238030305,0,381,,,
"",Pallah.,238030306,0,440,,,
"",Pallah.,238030307,0,419,,,
"",Pallah.,238030308,0,216,,,
"",,,0,2365,,,
Government Boys,Chak,238050301,632,0,3,0,3
Middle School Chak,NCho.a1k3 /FW.,238050302,480,0,,,
No.13/FW. (Male).,NCoh.a1k3 /FW.,238050303,376,0,,,
"",No.13/FW.,,1488,0,,,
Government Girls,Chak,238050301,0,510,0,2,2
Primary School Chak,CNhoa.1k3 /FW.,238050302,0,403,,,
No.13/FW. (Female).,NChoa.1k3 /FW.,238050303,0,254,,,
"",No.13/FW.,,0,1167,,,
Government Girls,Chak,238050304,373,280,1,1,2
Primary School Chak,CNoha.1k2 /FW.,238050305,295,239,,,
No.12/FW. Tehsildar,No.12/FW.,,668,519,,,
Wala. (Combined),,,,,,,
Government Girls,Chak,238050306,862,0,2,0,2
High School Chak,No.58/Fateh.,,,,,,
No.58/Fateh. (Male),,,,,,,
"",Chak,238050307,393,0,,,
"",No.58/Fateh.,,,,,,
"",,,1255,0,,,
Government Girls,Chak,238050306,0,730,0,2,2
High School Chak,No.58/Fateh.,,,,,,
No.58/Fateh. 171,,,,,,,
"",Chak,238050307,0,338,,,
"",No.58/Fateh.,,,,,,
"",,,0,1068,,,
Government Boys,Chak,238050308,544,481,2,2,4
Primary School Chak,No.57/Fateh.,,,,,,
No.57/Fateh.,,,,,,,
"",Chak,238050309,423,327,,,
"",No.57/Fateh.,,,,,,
"",,,967,808,,,
Government Boys,Chak,238050401,588,0,2,0,2
Primary School Chak,NCho.a1k5 /FW.,238050402,682,0,,,
No.15/FW. (Male).,No.15/FW.,,1270,0,,,
Government Girls,Chak,238050401,0,411,0,2,2
Ellementary School,NCoh.a1k5 /FW.,238050402,0,453,,,
Chak No.15/FW.,No.15/FW.,,0,864,,,
Government Boys,Chak,238050403,541,368,2,2,4
Primary School Chak,CNoh.a1k6 /FW.,238050404,622,508,,,
No.16/FW. Gopal,No.16/FW.,,1163,876,,,
Pura. (Combined),,,,,,,
Government Boys,Chak,238050405,392,288,2,2,4
Primary School Chak,NChoa.1k7 /FW.,238050406,268,222,,,
No.17/FW.,NChoa.1k7 /FW.,238050407,583,455,,,
"",No.17/FW.,,1243,965,,,
Government Girls,Chak,238050101,118,0,3,0,3
Middle School Chak,No.60/Fateh.,,,,,,
No.60-61/F. (Male),,,,,,,
"",Chak,238050102,353,0,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050103,248,0,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050104,181,0,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050110,175,0,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050111,335,0,,,
"",No.61/Fateh.,,,,,,
"",,,1410,0,,,
Government Girls,Chak,238050101,0,93,0,2,2
Middle School Chak,No.60/Fateh.,,,,,,
No.60-61/F. 177,,,,,,,
"",Chak,238050102,0,274,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050103,0,168,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050104,0,154,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050110,0,206,,,
"",No.61/Fateh.,,,,,,
"",Chak,238050111,0,260,,,
"",No.61/Fateh.,,,,,,
"",,,0,1155,,,
Govt Girls Middle,Chak,238050105,378,404,1,1,2
School Chak,No.64/Fateh.,,,,,,
No.64/Fateh.,,,,,,,
"",Chak,238050112,241,145,,,
"",No.64/Fateh.,,,,,,
"",,,619,549,,,
Govt Girls Primary,Chak,238050106,195,122,2,1,3
School Chak,No.65/Fateh.,,,,,,
No.65/Fateh. Pul,,,,,,,
"",Chak,238050107,81,55,,,
Fateh Wala.,,,,,,,
"",No.65/Fateh.,,,,,,
"",Chak,238050108,222,144,,,
"",No.65/Fateh.,,,,,,
"",Chak,238050109,289,193,,,
"",No.65/Fateh.,,,,,,
"",Chak,238050113,158,130,,,
"",No.65/Fateh.,,,,,,
"",,,945,644,,,
Government Boys,Chak,238050201,590,471,2,2,4
Primary School Chak,No.90/Fateh.,,,,,,
No.90/Fateh.,,,,,,,
"",Chak,238050207,323,253,,,
"",No.90/Fateh.,,,,,,
"",,,913,724,,,
Government Boys,Chak,238050202,559,435,2,1,3
Primary School Chak,No.91/Fateh.,,,,,,
No.91/Fateh.,,,,,,,
"",Chak,238050203,235,169,,,
"",No.91/Fateh.,,,,,,
"",Chak,238050208,128,60,,,
"",No.91/Fateh.,,,,,,
"",,,922,664,,,
Government Boys,Chak,238050204,508,354,1,1,2
Primary School Chak,No.92/Fateh.,,,,,,
No.92/Fateh,,,,,,,
"",,,508,354,,,
Government Boys,Chak,238050205,423,337,1,1,2
Primary School Chak,No.84/Fateh.,,,,,,
No.84/Fateh. Ali Akbar,(A),,,,,,
"",Chak,238050206,274,206,,,
Namberdar Wali.,,,,,,,
"",No.84/Fateh.,,,,,,
"",(A),,,,,,
"",,,697,543,,,
Government Boys,Chak,238040301,463,366,2,2,4
High School Chak,NCoha.1k8 /FW.,238040302,188,164,,,
No.19/FW,CNho.a1k9 /FW.,238040303,476,377,,,
"",No.19/FW.,,1127,907,,,
Government Boys,Chak,238040403,650,502,1,1,2
Primary School Chak,No.21/FW.,,650,502,,,
No.21/FW.,,,,,,,
Government Boys,Chak,238040401,391,298,2,2,4
Primary School Chak,NCoh.a2k0 /FW.,238040402,543,422,,,
No.20/FW.,No.20/FW.,,934,720,,,
Government Boys,Chak,238040201,393,0,4,0,4
Primary School Chak,No.66/Fateh.,,,,,,
No.68/Fateh. (Male),,,,,,,
"",Chak,238040202,388,0,,,
"",No.66/Fateh.,,,,,,
"",Chak,238040203,246,0,,,
"",No.66/Fateh.,,,,,,
"",Chak,238040204,633,0,,,
"",No.68/Fateeh.,,,,,,
"",Chak,238040205,560,0,,,
"",No.69/Fateh.,,,,,,
"",Chak,238040207,0,0,,,
"",No.67/Fateh.,,,,,,
"",,,2220,0,,,
Government Boys,Chak,238040201,0,254,0,3,3
Primary School Chak,No.66/Fateh.,,,,,,
No.68/Fateh. 187,,,,,,,
"",Chak,238040202,0,284,,,
"",No.66/Fateh.,,,,,,
"",Chak,238040203,0,192,,,
"",No.66/Fateh.,,,,,,
"",Chak,238040204,0,449,,,
"",No.68/Fateeh.,,,,,,
"",Chak,238040205,0,411,,,
"",No.69/Fateh.,,,,,,
"",Chak,238040207,0,0,,,
"",No.67/Fateh.,,,,,,
"",,,0,1590,,,
Government Girls,Chak,238040206,350,211,1,1,2
Community Model,No.69/Fateh.,,,,,,
School Chak,,,,,,,
"",,,350,211,,,
No.69/Fateh.,,,,,,,
Government Boys,Chak,238040101,521,371,2,2,4
Primary School Chak,No.59/Fateh,,,,,,
No.59/Fateh.,,,,,,,
"",Chak,238040102,359,331,,,
"",No.59/Fateh,,,,,,
"",,,880,702,,,
Government Boys,Chak,238040103,476,404,2,2,4
High School Chak,No.88/Fateh.,,,,,,
No.88/Fateh.,,,,,,,
"",Chak,238040104,555,468,,,
"",No.88/Fateh.,,,,,,
"",,,1031,872,,,
Government Boys,Chak,238040105,314,0,3,0,3
Primary School Chak,No.87/Fateh.,,,,,,
No.87/Fateh. (Male).,,,,,,,
"",Chak,238040106,377,0,,,
"",No.87/Fateh.,,,,,,
"",Chak,238040107,433,0,,,
"",No.87/Fateh.,,,,,,
"",Chak,238040108,520,0,,,
"",No.87/Fateh.,,,,,,
"",,,1644,0,,,
Government Girls,Chak,238040105,0,191,0,2,2
Primary School Chak,No.87/Fateh.,,,,,,
No.87/Fateh.,,,,,,,
"",Chak,238040106,0,271,,,
"",No.87/Fateh.,,,,,,
"",Chak,238040107,0,366,,,
"",No.87/Fateh.,,,,,,
"",Chak,238040108,0,446,,,
"",No.87/Fateh.,,,,,,
"",,,0,1274,,,
Government Girls,Chak,238040109,585,429,2,2,4
High School Chak,No.89/Fateh.,,,,,,
No.89/Fateh.,,,,,,,
"",Chak,238040110,614,524,,,
"",No.89/Fateh.,,,,,,
"",,,1199,953,,,
Government Boys,Chak,238060103,826,708,2,2,4
High School Chak,No.71/Fateh.,,,,,,
No.71/Fateh.,,,,,,,
"",Chak,238060104,172,124,,,
"",No.72/Fateh.,,,,,,
"",,,998,832,,,
Government Girls,Chak,238060101,217,151,1,1,2
Primary School Chak,No.70/Fateh.,,,,,,
No.70/Fateh.,,,,,,,
"",Chak,238060102,374,295,,,
"",No.70/Fateh.,,,,,,
"",,,591,446,,,
Government Boys,Chak,238060105,427,356,1,1,2
Primary School Chak,No.85/Fateh.,,,,,,
No.85/Fateh.,,,,,,,
"",,,427,356,,,
Government Boys,Chak,238060201,199,151,2,1,3
Primary School Chak,No.73/Fateh.,,,,,,
No.75/Fateh.,,,,,,,
"",Chak,238060202,1,0,,,
"",No.74/Fateh.,,,,,,
"",Chak,238060203,532,420,,,
"",No.75/Fateh.,,,,,,
"",Chak,238060204,145,114,,,
"",No.75/Fateh.,,,,,,
"",,,877,685,,,
Government Boys,Chak,238060205,360,254,1,1,2
Middle School Chak,No.76/Fateh.,,,,,,
No.76/Fateh.,,,,,,,
"",Chak,238060206,384,262,,,
"",No.76/Fateh.,,,,,,
"",,,744,516,,,
Government Boys,Chak,238060207,353,264,2,1,3
Primary School Chak,No.77/Fateh.,,,,,,
No.78/Fateh.,,,,,,,
"",Chak,238060208,488,372,,,
"",No.78/Fateh.,,,,,,
"",,,841,636,,,
Government Girls,Chak,238060303,241,156,1,1,2
High School Chak,No.84/Fateh.,,,,,,
No.79/Fateh.,,,,,,,
"",Chak,238060401,150,108,,,
"",No.79/Fateh.,,,,,,
"",Chak,238060402,154,152,,,
"",No.79/Fateh.,,,,,,
"",Chak,238060403,27,17,,,
"",No.79/Fateh.,,,,,,
"",Chak,238060404,48,34,,,
"",No.79/Fateh.,,,,,,
"",,,620,467,,,
Government Boys,Chak,238060405,144,97,1,1,2
Primary School Chak,No.80/Fateh.,,,,,,
No.81/Fateh.,,,,,,,
"",Chak,238060406,20,18,,,
"",No.80/Fateh.,,,,,,
"",Chak,238060407,39,34,,,
"",No.80/Fateh.,,,,,,
"",Chak,238060408,96,68,,,
"",No.81/Fateh.,,,,,,
"",Chak,238060409,240,162,,,
"",No.81/Fateh.,,,,,,
"",Chak,238060410,95,67,,,
"",No.81/Fateh.,,,,,,
"",Chak,238060411,60,35,,,
"",No.81/Fateh.,,,,,,
"",,,694,481,,,
Goverfnment Girls,Chak,238060304,368,313,2,1,3
Child Friendly Model,No.86/Fateh.,,,,,,
Elementary School,,,,,,,
"",Chak,238060305,243,180,,,
Chak No.86/Fateh.,,,,,,,
"",No.86/Fateh.,,,,,,
"",Chak,238060306,239,174,,,
"",No.86/Fateh.,,,,,,
"",,,850,667,,,
Government Boys,Chak,238060301,494,480,2,1,3
Primary School Chak,No.83/Fateh.,,,,,,
No.83/Fateh.,,,,,,,
"",Chak,238060302,262,185,,,
"",No.83/Fateh.,,,,,,
"",,,756,665,,,
Government Boys,Chak,238060412,89,67,1,1,2
Primary School Chak,No.82/Fateh.,,,,,,
No.82/Fateh.,,,,,,,
"",Chak,238060413,220,150,,,
"",No.82/Fateh.,,,,,,
"",Chak,238060414,85,60,,,
"",No.82/Fateh.,,,,,,
"",Chak,238060415,66,45,,,
"",No.82/Fateh.,,,,,,
"",,,460,322,,,
Government Girls,Chak,238090201,444,351,2,2,4
Comunity Model,No.158/Murad,,,,,,
