"","ELECTION COMMISSION OF PAKISTANFORMFORM-28{ See rule  50 }LIST OF POLLING STATIONS FOR A CONSTITUENCYElection to the National Assembly of the PunjabNo. and name of ConstituencyNA-181-Muzaffargarh-I",,,,,,,,,,,,
"",Sr.No.,No. and name of Polling Station,In case f rural areas,In case f urban areas,,"Number of voters assingnedto polling station",Nuimber of polling booths,,,,,,
"",,,Name of Electoral Area,"Census blockcode","Name of ElectoralArea","Census blockcode","Sr. No. of voters onthe eletoral roll incase electoral areais birurcated",,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",,,,M.C M.Garh,234120304,,0,615,615,,,
"",,,,,,,,,,,,
50,"GIRLS ELEMENTARY SCHOOL NAI ABADI M.GARH(Male)",,,M.C M.Garh,234120301,809,0,809,2,0,2,
"",,,,M.C M.Garh,234120308,,378,0,378,,,
"",,,,,,,,,,,,
51,"GIRLS ELEMENTARY SCHOOL NAI ABADI M.GARH(Female)",,,M.C M.Garh,234120301,0,612,612,0,2,2,
"",,,,M.C M.Garh,234120308,,0,451,451,,,
"",,,,,,,,,,,,
52,ZILLA COUNCIL MUZAFFARGARH  (Male),,,M.C M.Garh,234120302,654,0,654,0,2,2,
"",,,,,,,,,,,,
53,ADLG OFFICE MUZAFFARGARH (Female),,,M.C M.Garh,234120302,,0,514,514,2,0,2
"",,,,,,,,,,,,
54,ADLG OFFICE MUZAFFARGARH  (Male),,,M.C M.Garh,234120305,,581,0,581,2,0,2
"",,,,M.C M.Garh,234120306,,132,0,132,,,
55,"Government JUNIOR MODEL SCHOOL JAIL ROAD(Male)",,,M.C M.Garh,234120307,,550,0,550,2,0,2
"",,,,,,,,,,,,
"",(Female),,,M.C M.Garh,234120306,,0,130,130,,,
"",,,,M.C M.Garh,234120307,,0,565,565,,,
"",,,,,,,,,,,,
57,"OFFICE OF S.D.O-I MEPCO MUZAFFARGARH(Male)",,,M.C M.Garh,234120601,738,0,738,2,0,2,
"",,,,M.C M.Garh,234120602,,142,0,142,,,
"",,,,M.C M.Garh,234120604,,434,0,434,,,
"",,,,M.C M.Garh,234120605,,528,0,528,,,
"",,,,M.C M.Garh,234120606,,369,0,369,,,
"",,,,M.C M.Garh,234120610,,27,0,27,,,
"",,,,M.C M.Garh,234120612,,80,0,80,,,
"",,,,,,,,,,,,
"",,,,M.C M.Garh,234120601,,0,434,322,0,3,3
58,MC GIRLS SCHOOL NO.4 TALKOT (Female),,,M.C M.Garh,234120602,,0,528,528,,,
"",,,,M.C M.Garh,234120604,,0,669,669,,,
"",,,,M.C M.Garh,234120605,,0,20,20,,,
"",,,,M.C M.Garh,234120606,,0,632,632,0,2,2
"",,,,M.C M.Garh,234120610,,0,116,116,,,
"",,,,M.C M.Garh,"234120612234120401",,0,97,97,,,
59,"BOYS ELEMENTARY SCHOOL TIBA KAREEMABAD(Male)",,,M.C M.Garh,,726,0,726,0,3,3,
"",,,,M.C M.Garh,234120402,,268,0,268,,,
"",,,,M.C M.Garh,234120403,,596,0,596,,,
"",,,,,,,,,,,,
60,"BOYS ELEMENTARY SCHOOL TIBA KAREEMABAD(Female)",,,M.C M.Garh,234120401,,0,580,580,0,3,3
"",,,,M.C M.Garh,234120402,,0,209,209,,,
"",,,,M.C M.Garh,234120403,,0,463,463,,,
"",,,,,,,,,,,,
61,"GIRLS ELEMENTARY SCHOOL TIBA KAREEMABAD(Male)",,,M.C M.Garh,234120404,,261,0,0,0,2,2
"",,,,M.C M.Garh,234120408,,511,0,0,,,
"",,,,M.C M.Garh,234120409,,452,0,0,,,
"",,,,M.C M.Garh,234120410,,423,0,0,,,
"",,,,,,,,,,,,
62,"GIRLS ELEMENTARY SCHOOL TIBA KAREEMABAD(Female)",,,M.C M.Garh,234120404,,0,224,224,0,2,2
"",,,,M.C M.Garh,234120408,,0,472,472,,,
"",,,,M.C M.Garh,234120409,,0,397,397,,,
"",,,,M.C M.Garh,234120410,,0,281,281,,,
"",,,,,,,,,,,,
63,"Government GIRLS HIGH SCHOOL KHURSHEEDABAD (Male)",,,M.C M.Garh,234120411,,692,0,692,2,0,2
"",,,,M.C M.Garh,234120412,,399,0,399,,,
"",,,,,,,,,,,,
64,"Government GIRLS HIGH SCHOOL KHURSHEEDABAD (Female)",,,M.C M.Garh,234120411,0,360,360,0,2,2,
"",,,,M.C M.Garh,234120412,0,434,434,,,,
"",,,,,,,,,,,,
65,MADNIA (Male),,,M.C M.Garh,234120406,,263,0,263,,,
"",,,,M.C M.Garh,234120407,,378,0,378,,,
"",,,,,,,,,,,,
66,"SPECIAL EDUCATION SCHOOL NEAR GRIDSTATION MUZAFFARGARH (Female)",,,M.C M.Garh,234120405,0,499,499,0,2,2,
"",,,,M.C M.Garh,234120406,,0,180,180,,,
"",,,,M.C M.Garh,234120407,,0,303,303,,,
"",,,,,,,,,,,,
67,"Government BOYS HIGH SCHOOL THARMALCOLONY (Male)",,,M.C M.Garh,234120501,185,0,185,2,0,2,
"",,,,M.C M.Garh,234120502,,204,0,204,,,
"",,,,M.C M.Garh,234120503,,91,0,91,,,
"",,,,M.C M.Garh,234120504,,46,0,46,,,
"",,,,M.C M.Garh,234120505,,25,0,25,,,
"",,,,M.C M.Garh,234120506,,68,0,68,,,
"",,,,M.C M.Garh,234120507,,192,0,192,,,
"",,,,M.C M.Garh,234120508,,193,0,193,,,
"",,,,M.C M.Garh,234120509,,98,0,98,,,
"",,,,,,,,,,,,
68,"Government GIRLS HIGH SCHOOL THERMALCOLONY (Female)",,,M.C M.Garh,234120501,0,163,163,0,2,2,
"",,,,M.C M.Garh,234120502,,0,224,224,,,
"",,,,M.C M.Garh,234120503,,0,78,78,,,
"",,,,M.C M.Garh,234120504,,0,35,35,,,
"",,,,M.C M.Garh,234120505,,0,17,17,,,
"",,,,M.C M.Garh,234120506,,0,51,51,,,
"",,,,M.C M.Garh,234120507,,0,159,159,,,
"",,,,M.C M.Garh,234120508,,0,155,155,,,
"",,,,M.C M.Garh,234120509,,0,97,97,,,
"",,,,,,,,,,,,
69,"Government BOYS PRIMARY SCHOOL ZUBAIRABAD(Male)",,,M.C M.Garh,234120603,,995,0,995,0,2,2
"",,,,,,,,,,,,
70,"Government BOYS PRIMARY SCHOOL ZUBAIRABAD(Female)",,,M.C M.Garh,234120603,,0,993,993,0,2,2
"",,,,,,,,,,,,
71,"Government BOYS ELEMENTARY SCHOOLMILLAT (Male)",,,M.C M.Garh,234120607,,152,0,152,2,0,2
"",,,,M.C M.Garh,234120611,,291,0,291,,,
"",,,,M.C M.Garh,234120614,,141,0,141,,,
"",,,,M.C M.Garh,234120615,,135,0,135,,,
72,"Government BOYS ELEMENTARY SCHOOLMILLAT (Female)",,,M.C M.Garh,234120611,,0,302,302,0,2,2
"",,,,M.C M.Garh,234120614,,0,141,141,,,
"",,,,M.C M.Garh,234120615,,0,98,98,,,
"",,,,M.C M.Garh,234120607,,0,169,169,,,
72,Government GIRLS PRIMARY SCHOOL JADEED,,,M.C M.Garh,234120608,,461,0,461,2,0,2
"",,,,M.C M.Garh,234120613,,380,0,380,,,
"",,,,M.C M.Garh,234120609,,79,0,79,,,
"",TALKOT ZAKARIYA COLONY (Female),,,M.C M.Garh,234120609,,0,79,79,,,
"",,,,M.C M.Garh,234120613,,0,322,322,,,
"",,,,M.C M.Garh,234120701,,292,0,292,2,0,2
74,BHUTTA PUR (Male),,,M.C M.Garh,234120702,,260,0,260,,,
"",,,,M.C M.Garh,234120703,,599,0,599,,,
75,"Government GIRLS ELEMENTARY SCHOOLBHUTTA PUR (Female)",,,M.C M.Garh,234120608,,0,374,374,0,2,2
"",,,,M.C M.Garh,234120701,,0,258,258,,,
"",,,,M.C M.Garh,234120702,,0,248,248,,,
"",,,,M.C M.Garh,234120703,,0,506,506,,,
"",,,,,,,,,,,,
76,BASIC HEALTH CENTER BHUTTA PUR (Male),,,M.C M.Garh,234120704,775,0,775,2,0,2,
"",,,,M.C M.Garh,234120705,,181,0,181,,,
"",,,,,,,,,,,,
77,BASIC HEALTH CENTER BHUTTA PUR,,,M.C M.Garh,234120706,,157,0,157,1,0,1
"",,,,M.C M.Garh,234120707,,317,0,317,,,
"",,,,M.C M.Garh,234120708,,422,0,422,,,0
"",,,,,,,,,,,,
78,BASIC HEALTH CENTER BHUTTA PUR (Female),,,M.C M.Garh,234120704,0,726,726,0,2,2,
"",,,,M.C M.Garh,234120705,,0,141,141,,,
"",,,,,,,,,,,,
79,BASIC HEALTH CENTER BHUTTA PUR (Female),,,M.C M.Garh,234120706,,0,133,133,0,2,2
"",,,,M.C M.Garh,234120707,,0,265,265,,,
"",,,,M.C M.Garh,234120708,,0,335,335,,,
"",,,,,,,,,,,,
80,BOYS HIGH SCHOOL COMPREHENSIVE (Male),,,M.C M.Garh,234130101,,308,0,308,0,2,2
"",,,,M.C M.Garh,234130102,,253,0,253,,,
"",,,,M.C M.Garh,234130103,,301,0,301,,,
"",,,,M.C M.Garh,234130104,,223,0,223,,,
"",,,,M.C M.Garh,234130105,,235,0,235,,,
"",,,,,,,,,,,,
81,BOYS HIGH SCHOOL COMPREHENSIVE (Female),,,M.C M.Garh,234130101,,0,238,0,0,2,2
"",,,,M.C M.Garh,234130102,,0,199,0,,,
"",,,,M.C M.Garh,234130103,,0,260,0,,,
"",,,,M.C M.Garh,234130104,,0,222,0,,,
"",,,,M.C M.Garh,234130105,,0,205,0,,,
"",,,,,,,,,,,,
82,BOYS HIGH SCHOOL BASTI MAHARAN (Male),,,M.C M.Garh,234130703,,885,0,885,2,0,2
"",,,,M.C M.Garh,234130704,,609,0,609,,,
"",,,,M.C M.Garh,234130705,,48,0,48,,,
"",,,,,,,,,,,,
"",,M.C M.Garh,234130703,,0,751,751,0,2,2,,
"",,M.C M.Garh,234130704,,0,506,506,,,,,
"",,,,,,,,,,,,
84,"LABOUR COURT OFFICE BEHIND EDO HEALTHOFFICE M.GARH(Male)",,,M.C M.Garh,234130201,,447,0,447,2,0,2
"",,,,M.C M.Garh,234130202,,460,0,460,,,
"",,,,M.C M.Garh,234130205,,262,0,262,,,
"",,,,,,,,,,,,
85,"LABOUR COURT OFFICE BEHIND EDO HEALTHOFFICE M.GARH(Female)",,,M.C M.Garh,234130201,,0,438,438,0,2,2
"",,,,M.C M.Garh,234130202,,0,406,406,,,
"","LABOUR COURT OFFICE BEHIND EDO HEALTHOFFICE M.GARH",,,M.C M.Garh,234130205,,0,256,256,,,
86,"Government BOYS PRIMARY SCHOOL PEEPALWALA (Male)",,,M.C M.Garh,234130706,,234,0,234,3,0,3
"",,,,M.C M.Garh,234130707,,530,0,530,,,
"",,,,M.C M.Garh,234130708,,299,0,299,,,
"",,,,M.C M.Garh,234130709,,393,0,393,,,
"",,,,M.C M.Garh,234130711,,300,0,300,,,
"",,,,M.C M.Garh,234130712,,36,0,36,,,
87,"Government BOYS PRIMARY SCHOOL PEEPALWALA (Female)",,,M.C M.Garh,234130706,,0,217,217,3,0,3
"",,,,M.C M.Garh,234130707,,0,462,462,,,
"",,,,M.C M.Garh,234130708,,0,251,251,,,
"",,,,M.C M.Garh,234130709,,0,382,382,,,
"",,,,M.C M.Garh,234130711,,0,236,236,,,
"",,,,M.C M.Garh,234130712,,0,27,27,,,
88,"Government BOYS HIGH SCHOOLMUZAFFARGARH (Male)",,,M.C M.Garh,234130203,,256,0,256,2,0,2
"",,,,M.C M.Garh,234130204,,211,0,211,,,
89,"Government BOYS HIGH SCHOOLMUZAFFARGARH (Male)",,,M.C M.Garh,234130206,,189,0,189,2,0,2
"",,,,M.C M.Garh,234130207,,239,0,239,,,
"",,,,,,,,,,,,
90,"Government BOYS HIGH SCHOOLMUZAFFARGARH (Female)",,,M.C M.Garh,234130203,,0,205,205,0,2,2
"",,,,M.C M.Garh,234130204,,0,187,187,,,
"",,,,M.C M.Garh,234130206,,0,181,181,,,
"",,,,M.C M.Garh,234130207,,0,253,253,,,
"",,,,,,,,,,,,
91,Government BOYS HIGH SCHOOL TALKOT (Male),,,M.C M.Garh,234130405,,749,0,749,2,0,2
"",,,,M.C M.Garh,234130406,,121,0,121,,,
92,Government Boys High School Tal Kot M.Garh,,,M.C M.Garh,234130505,,463,0,463,,,
"",,,,M.C M.Garh,234130506,,475,0,475,,,
"",,,,,,,,,,,,
93,"Government BOYS HIGH SCHOOL TALKOT(Female)",,,M.C M.Garh,234130405,,0,697,697,0,2,2
"",,,,M.C M.Garh,234130406,,0,108,108,,,
"",,,,M.C M.Garh,234130505,,0,365,365,,,
"",,,,M.C M.Garh,234130506,,0,423,423,,,
94,"Government GIRLS HIGH SCHOOLMUZAFFARGARH (Male)",,,M.C M.Garh,234130301,,686,0,686,2,0,2
"",,,,M.C M.Garh,234130302,,630,0,630,,,
"",,,,,,,,,,,,
"",,,M.C M.Garh,234130303,,581,0,581,2,0,2,
95,MUZAFFARGARH (Male),,,M.C M.Garh,234130304,,562,0,562,,,
"",,,,M.C M.Garh,234130305,,332,0,332,,,
"",,,,,,,,,,,,
96,"Government GIRLS HIGH SCHOOLMUZAFFARGARH (Female)",,,M.C M.Garh,234130301,,0,701,701,0,2,2
"",,,,M.C M.Garh,234130302,,0,515,515,,,
"",,,,,,,,,,,,
97,"Government GIRLS HIGH SCHOOLMUZAFFARGARH (Female)",,,M.C M.Garh,234130303,,0,446,446,0,2,2
"",,,,M.C M.Garh,234130304,,0,410,410,,,
"",,,,M.C M.Garh,234130305,,0,319,319,,,
"",,,,,,,,,,,,
98,"MC GIRLS PRIMARY SCHOOL BUKHARIWALA(Male)",,,M.C M.Garh,234130401,,734,0,734,2,0,2
"",,,,M.C M.Garh,234130402,,346,0,346,,,
"",,,,,,,,,,,,
99,"MC GIRLS PRIMARY SCHOOL BUKHARI WALA(Female)",,,M.C M.Garh,234130401,,0,641,641,0,2,2
"",,,,M.C M.Garh,234130402,,0,290,290,,,
"",,,,,,,,,,,,
100,(Male)INCOME TAX OFFICE,,,M.C M.Garh,234130403,,494,0,494,2,0,2
"",,,,M.C M.Garh,234130404,,675,0,675,,,
"",,,,,,,,,,,,
101,INCOME TAX OFFICE (Female),,,M.C M.Garh,234130403,,0,412,412,0,2,2
"",,,,M.C M.Garh,234130404,,0,675,675,,,
"",,,,,,,,,,,,
102,"Government BOYS MIDDLE SCHOOL TALIRI(Male)",,,M.C M.Garh,234130407,,473,0,473,2,0,2
"",,,,M.C M.Garh,234130408,,441,0,441,,,
"",,,,,,,,,,,,
103,"Government BOYS MIDDLE SCHOOL TALIRI(Male)",,,M.C M.Garh,234130409,,347,0,347,2,0,2
"",,,,M.C M.Garh,234130410,,161,0,161,,,
"",,,,M.C M.Garh,234130411,,272,0,272,,,
"",,,,,,,,,,,,
104,"Government GIRLS ELEMENTARY SCHOOL TALIRI(Female)",,,M.C M.Garh,234130407,,0,401,0,0,2,2
"",,,,M.C M.Garh,234130408,,0,396,0,,,
105,"Government GIRLS ELEMENTARY SCHOOL TALIRI(Female)",,,M.C M.Garh,234130409,,0,285,285,0,2,2
"",,,,M.C M.Garh,234130410,,0,85,85,,,
"",,,,M.C M.Garh,234130411,,0,237,237,,,
106,BOYS PRIMARY SCHOOL HASHMI WALA (Male),,,M.C M.Garh,234130501,,425,0,425,3,0,3
"",,,,M.C M.Garh,234130503,,449,0,449,,,
"",,,,M.C M.Garh,234130507,,319,0,319,,,
"",,,,M.C M.Garh,234130508,,214,0,214,,,
"",,,,,,,,,,,,
"",,M.C M.Garh,234130501,,0,383,383,0,2,2,,
"",,M.C M.Garh,234130503,,0,397,397,,,,,
"",,M.C M.Garh,234130507,,0,277,277,,,,,
108,"OFFICE OF SMALL INDUSTRIES NEAR DCOCHOWK (Male)",,,M.C M.Garh,234130502,,356,0,356,2,0,2
"",,,,M.C M.Garh,234130504,,513,0,513,,,
"",,,,M.C M.Garh,234130509,,582,0,582,,,
"",,,,,,,,,,,,
109,"OFFICE OF SMALL INDUSTRIES NEAR DCOCHOWK (Female)",,,M.C M.Garh,234130502,,0,311,311,0,2,2
"",,,,M.C M.Garh,234130504,,0,442,442,,,
"",,,,M.C M.Garh,234130509,,0,461,461,,,
"",,,,,,,,,,,,
110,"Government GIRLS DEGREE COLLEGEMUZAFFRGARH (Male)",,,M.C M.Garh,234130601,,418,0,418,2,0,2
"",,,,M.C M.Garh,234130602,,251,0,251,,,
"",,,,M.C M.Garh,234130603,,328,0,328,,,
"",,,,,,,,,,,,
111,"Government GIRLS DEGREE COLLEGEMUZAFFRGARH (Male)",,,M.C M.Garh,234130604,,272,0,272,1,0,1
"",,,,M.C M.Garh,234130605,,219,0,219,,,
"",,,,,,,,,,,,
112,"Government GIRLS DEGREE COLLEGEMUZAFFRGARH (Female)",,,M.C M.Garh,234130601,,0,337,337,0,2,2
"",,,,M.C M.Garh,234130602,,0,249,249,,,
"",,,,M.C M.Garh,234130603,,0,315,315,,,
"",,,,,,,,,,,,
113,"Government GIRLS DEGREE COLLEGEMUZAFFRGARH (Female)",,,M.C M.Garh,234130604,,0,283,283,0,2,2
"",,,,M.C M.Garh,234130605,,0,172,172,,,
"",,,,,,,,,,,,
114,MC GIRLS PRIMARY SCHOOL NO. 6 (Male),,,M.C M.Garh,234130606,,657,0,657,2,0,2
"",,,,M.C M.Garh,234130607,,456,0,456,,,
"",,,,M.C M.Garh,234130608,,252,0,252,,,
"",,,,,,,,,,,,
115,"MC BOYS PRIMARY SCHOOL NO.1(MUZAFFARGARH) (Female)",,,M.C M.Garh,234130606,,0,583,583,0,2,2
"",,,,M.C M.Garh,234130607,,0,415,415,,,
"",,,,M.C M.Garh,234130608,,0,233,233,,,
"",,,,,,,,,,,,
116,"Government GIRLS HIGH SCHOOL LUTKRAN(Male)",,,M.C M.Garh,234130701,,359,0,359,3,0,3
"",,,,M.C M.Garh,234130702,,537,0,537,,,
"",,,,M.C M.Garh,234130710,,672,0,672,,,
"",,,,,,,,,,,,
117,"Government GIRLS HIGH SCHOOL LUTKRAN(Female)",,,M.C M.Garh,234130701,,0,339,339,0,2,2
"",,,,M.C M.Garh,234130702,,0,432,432,,,
"",,,,M.C M.Garh,234130710,,0,556,556,,,
"",,,,,,,,,,,,
118,"Government GIRLS MIDDLE SCHOOL BASTIMAHARAN (Male)",,,M.C M.Garh,234130106,,654,0,654,2,0,2
"",,,,M.C M.Garh,234130107,,229,0,229,,,
119,"Government GIRLS MIDDLE SCHOOL BASTIMAHARAN (Female)",,,M.C M.Garh,234130106,,0,536,0,0,2,2
"",,M.C M.Garh,234130107,,0,172,0,,,,,
121,"Government GIRLS MIDDLE SCHOOL BASTIMAHARAN (Female)",,,M.C M.Garh,234130108,,0,488,0,,,
122,"Government BOYS ELEMENTARY SCHOOL DASTIWALA",Ghazi Pur Dasti,234020105,,,,817,675,1492,2,2,4
"",,Ghazi Pur Dasti,234020106,,,,326,278,604,,,
"",,Ghazi Pur Dasti,234020107,,,,222,193,415,,,
"",,,,,,,,,,,,
123,"Government BOYS PRIMARY SCHOOL KHAWAJAFAREED COLONY",Ram Pur,234020201,,,,298,248,546,1,1,2
"",,Ram Pur,234020202,,,,369,274,643,,,0
"",,,,,,,,,,,,
124,"Government BOYS ELEMENTARY SCHOOLDINPUR",Ram Pur,234020203,,,,688,591,1279,2,2,4
"",,Ram Pur,234020204,,,,272,218,490,,,
"",,Ram Pur,234020205,,,,380,300,680,,,
"",,Ram Pur,234020206,,,,246,230,476,,,
"",,,,,,,,,,,,
125,"Government GIRLS ELEMENTARY SCHOOL DINPUR",Ram Pur,234020207,,,,254,232,486,2,2,4
"",,Ram Pur,234020208,,,,327,278,605,,,
"",,Ram Pur,234020209,,,,460,384,844,,,
"",,Ram Pur,234020210,,,,102,88,190,,,
"",,Ram Pur,234020211,,,,224,188,412,,,
"",,Ram Pur,234020218,,,,119,78,197,,,
"",,,,,,,,,,,,
126,"Government BOYS PRIMARY SCHOOL CHAKMITHAN(Male)",Chak Mithan,234020212,,,,325,0,325,2,0,2
"",,Chak Mithan,234020213,,,,369,0,369,,,
"",,Chak Mithan,234020214,,,,322,0,322,,,
"",,,,,,,,,,,,
127,"Government BOYS PRIMARY SCHOOL CHAKMITHAN(Male)",Chak Mithan,234020215,,,,405,0,405,2,0,2
"",,Chak Mithan,234020216,,,,440,0,440,,,
"",,Chak Mithan,234020217,,,,322,0,322,,,
"",,,,,,,,,,,,
128,"Government BOYS PRIMARY SCHOOL CHAKMITHAN  (Female)",Chak Mithan,234020212,,,,0,258,258,0,2,2
"",,Chak Mithan,234020213,,,,0,272,272,,,
"",,Chak Mithan,234020214,,,,0,243,243,,,
"",,,,,,,,,,,,
129,"Government BOYS PRIMARY SCHOOL CHAKMITHAN (Female)",Chak Mithan,234020215,,,,0,367,367,0,2,2
"",,Chak Mithan,234020216,,,,0,396,396,,,
"",,Chak Mithan,234020217,,,,0,261,261,,,
"",,,,,,,,,,,,
130,"Government BOYS PRIMARY SCHOOL BULLAYWAHIN (IMPROVISED)",BollayWahin,234020301,,,,599,499,1098,1,1,2
"",,BollayWahin,234020302,,,,382,303,685,,,
"",,BollayWahin,234020303,,,,409,308,717,,,
"",,,,,,,,,,,,
131,"Government BOYS PRIMARY SCHOOL HASHIMWALA (IMPROVISED)",Kachi Jai,234020304,,,,415,346,761,1,1,2
Kachi Jai,234020305,,,,252,249,501,,,,,
"",,Chak Abu Al-Fatah,234020404,,,,123,87,210,,,
133,"Government BOYS PRIMARY SCHOOL BANNASHAH PUR",Shah Pur,234020402,,,,142,134,276,1,1,2
"",,Shah Pur,234020403,,,,124,94,218,,,
"",,Shah Pur,234020401,,,,273,236,509,,,
"",,,,,,,,,,,,
134,"Government BOYS PRIMARY SCHOOL BANNASHAH PUR",Haji Pur Janubi,234020405,,,,350,335,685,1,1,2
"",,Haji Pur Janubi,234020406,,,,231,205,436,,,0
"",,,,,,,,,,,,
135,Government BOYS PRIMARY SCHOOL CHAMAN,Anayat Pur,234020501,,,,362,321,683,1,1,2
"",,Anayat Pur,234020502,,,,405,327,732,,,
136,"Government GIRLS COMMUNITY MODELANAYAT PUR",Anayat Pur,234020503,,,,870,809,1679,2,2,4
"",,Anayat Pur,234020504,,,,379,306,685,,,
137,"Government BOYS PRIMARY SCHOOL JALALABAD (IMPROVISED)",Jalal Abad,234020505,,,,654,520,1174,2,2,4
"",,Jalal Abad,234020506,,,,173,152,325,,,0
"",,,,,,,,,,,,
138,"Government BOYS PRIMARY SCHOOL MUBARIKPUR",Mubarak Pur,234020507,,,,416,441,857,2,2,4
"",,Mubarak Pur,234020508,,,,388,287,675,,,
"",,,,,,,,,,,,
139,"Govvernment BOYS PRIMERY SCHOOL, KASHIFNAGGAR",Mubarak Pur,234020509,,,,229,222,451,2,2,4
"",,Mubarak Pur,234020510,,,,187,208,395,,,
"",,Mubarak Pur,234020511,,,,374,314,688,,,
"",,,,,,,,,,,,
140,"Government BOYS PRIMARY SCHOOL YOUSAFPUR",Wafa Dar Pur,234020701,,,,343,291,634,1,1,2
"",,Yousaf Pur,234020702,,,,420,351,771,,,
"",,Taraf Sukha,234020703,,,,556,489,1045,,,
"",,,,,,,,,,,,
141,Government Boys Middle School Khudai,Khudai,234090101,,,,408,371,779,1,1,2
142,Government Boys Middle School Khudai,Khudai,234090102,,,,377,264,641,1,1,2
"",,Rakh Khudai,234090104,,,,3,3,6,,,
143,Government Boys Middle School Khudai,Ganji Basti,234090105,,,,257,0,257,1,1,2
"",,Lashker Pur,234090106,,,,72,0,72,,,
144,Government Boys High School Jhalarian(Male),Jhalarain Shumali,234090201,,,,932,0,932,2,0,2
"",,"Rakh JhalarainShumali",234090202,,,,0,0,0,,,
"",,,,,,,,,,,,
145,"Government Boys High School Jhalarian(Female)",Jhalarain Shumali,234090201,,,,0,728,728,0,2,2
"",,"Rakh JhalarainShumali",234090202,,,,0,0,0,,,
"",,,,,,,,,,,,
146,"Government Boys Middle School Khudai(Female)",Ganji Basti,234090105,,,,0,227,227,0,1,1
Lashker Pur,234090106,,,,0,59,59,,,,,
Farid Abad,234090203,,,,272,222,494,1,1,2,,
Kotla Sadaat,234090204,,,,424,327,751,,,,,
"",Government Boys Primary School Tarraf,Taraf,234090301,,,,589,492,1081,1,1,2
"",,"MGovt;BoysElementary Schoolsi",234090302,,,,51,41,92,,,
149,Government Boys School Kunal Sandeela,kunal Sandela,234090303,,,,413,341,754,1,1,2
"",,Rakh Kunal Sandela,234090304,,,,2,5,7,,,
"",,Haji Pur Shumali,234090305,,,,20,21,41,,,
150,Government Boys Primary School Pepli,Peppli,234090306,,,,333,234,567,1,1,2
"",,,,,,,,,,,,
151,Vetinary Hospital Paka Sandeela,Paka Sandeela,234090401,,,,502,391,893,1,1,2
"",,Pacca Sandela,234090402,,,,257,224,481,,,
"",,,,,,,,,,,,
152,Government Boys High School Langar Sarai,Langer Sarai,234090403,,,,580,495,1075,1,1,2
"",,,,,,,,,0,,,
153,Basic Health Unit Langar Sarai,Langer Sarai,234090404,,,,319,264,583,2,2,4
"",,Langer Sarai,234090405,,,,801,709,1510,,,
154,Government Girls Primary School Abbas Abbad,Louhanch Jhember,234090501,,,,115,102,217,2,2,4
"",,Jerh,234090502,,,,242,195,437,,,
"",,Jerh,234090503,,,,394,353,747,,,
155,Government Boys Primary School Jerh,Jerh,234090504,,,,520,476,996,2,2,4
"",,Jerh,234090505,,,,498,459,957,,,
156,Government Girls Middle  Scholl Bhutian Wala,Murad Abad,234090701,,,,587,549,1136,2,2,4
"",,Murad Abad,234090705,,,,310,271,581,,,
"",,Murad Abad,234090706,,,,175,161,336,,,
157,"Government Boys High School Murada Abad(Female)",Murad Abad,234090702,,,,0,541,541,0,2,2
"",,Murad Abad,234090703,,,,0,205,205,,,
"",,Murad Abad,234090704,,,,0,179,179,,,
158,"Government BOYS PRIMARY SCHOOL ALI PURSHUMALI",Alipur Janubi,234090601,,,,471,382,853,1,1,2
"",,Rakh Alipur Janubi,234090606,,,,90,62,152,,,
159,"Government BOYS PRIMARY SCHOOL BASTIKHOKHAR WALA",Alipur Janubi,234090602,,,,355,338,693,1,1,2
"",,Alipur Janubi,234090603,,,,191,149,340,,,
160,Government BOYS PRIMARY SCHOOL DRAMREE,Darimari,234090604,,,,371,347,718,1,1,2
"",,Sheikh Pur Shumali,234090605,,,,103,87,190,,,
161,"Government BOYS PRIMARY SCHOOL PAKKAMAKHDOOM",Pakka Makhdoom,234090607,,,,220,202,422,2,2,4
"",,Kasba Shumali,234090608,,,,587,502,1089,,,
162,"Government Girls Elementary School, MakhanWala",Kacha Kinjher,234100303,,,,444,444,888,1,1,2
163,BASIC HEALTH UNIT MURAD ABAD,Dunya pur,234090801,,,,549,503,1052,1,1,2
"",,Dunya pur,234090802,,,,340,301,641,,,
164,"Government GIRLS HIGH SCHOOL KHANGANSHUMALI",Khangan Shumali,234090803,,,,616,572,1188,1,1,2
"",,,,,,,,,,,,
"","Government GIRLS HIGH SCHOOL KHANGANSHUMALI",Khangan janubi,234090805,,,,88,80,168,,,
"",,Khangan janubi,234090806,,,,190,184,374,,,
"",,Khangan janubi,234090807,,,,254,222,476,,,
"",,Khangan janubi,234090808,,,,77,62,139,,,
"",,,,,,,,,,,,
166,"Government BOYS PRIMARY SCHOOL THATHASIALAN",Thatha Sialan,234090901,,,,295,302,597,1,1,2
"",,Thatha Sialan,234090902,,,,304,306,610,1,1,2
167,"Government BOYS PRIMARY SCHOOL BAITTHATHA SIYALAN",Thatha Sialan,234090903,,,,259,203,462,1,1,2
"",,Thatha Sialan,234090904,,,,161,139,300,1,1,2
168,"Government BOYS PRIMARY SCHOOL BASTIRAWAN",Rawn,234090905,,,,244,216,460,1,1,2
169,"Government Boys High School Murada Abad(Male)",Murad Abad,234090702,,,,500,0,500,2,0,2
"",,Murad Abad,234090703,,,,197,0,197,,,
