"",1,2,3,4,5,6,7,8,9,10,11,12,13,
"",,,-,-,MASTAN WALI MASJID LALIAN,255060112,,0,160,160,,,,
"",,,-,-,,,,0,1514,1514,,,,
93,114,Government Girls Primary School Chungi No.4 Lalian,-,-,MOHALLAH AHMADABAD LALIAN,255060106,,425,0,425,2,0,2,Male
"",,,-,-,MOHALLAH AHMADABAD LALIAN,255060113,,499,0,499,,,,
"",,,-,-,,,,924,0,924,,,,
93,115,Government Girls Primary School No.2 Jadeed Lalian,-,-,MOHALLAH AHMADABAD LALIAN,255060106,,0,337,337,0,2,2,Female
"",,,-,-,MOHALLAH AHMADABAD LALIAN,255060113,,0,466,466,,,,
"",,,-,-,,,,0,803,803,,,,
93,116,"Government Muhammad Hammad Aziz Shaheed Boys HigherSecondary School Lalian",-,-,MOHALLAH NOOR PURA LALIAN,255060201,,726,0,726,2,0,2,Male
"",,,-,-,MOHALLAH NOOR PURA LALIAN,255060208,,512,0,512,,,,
"",,,-,-,,,,1238,0,1238,,,,
93,117,Government Girls Primary School No.3 Lalian,-,-,MOHALLAH NOOR PURA LALIAN,255060201,,0,579,579,0,2,2,Female
"",,,-,-,MOHALLAH NOOR PURA LALIAN,255060208,,0,475,475,,,,
"",,,-,-,,,,0,1054,1054,,,,
93,118,"Government Boys Elementary School No.4, Lalian",-,-,"MOHALLAH PURANI EID GAHLALIAN",255060202,,1030,0,1030,4,0,4,Male
"",,,-,-,"MOHALLAH PURANI EID GAHLALIAN",255060209,,436,0,436,,,,
"",,,-,-,"MOHALLAH PURANI EID GAHLALIAN",255060210,,586,0,586,,,,
"",,,-,-,,,,2052,0,2052,,,,
93,119,Government Boys Elementary School No. 4 Lalian,-,-,"MOHALLAH PURANI EID GAHLALIAN",255060202,,0,795,795,0,4,4,Female
"",,,-,-,"MOHALLAH PURANI EID GAHLALIAN",255060209,,0,405,405,,,,
"",,,-,-,"MOHALLAH PURANI EID GAHLALIAN",255060210,,0,450,450,,,,
"",,,-,-,,,,0,1650,1650,,,,
93,120,Government Girls Elementary School Lalian Primary Section,-,-,MOHALLAH MUSTAFABAD LALIAN,255060203,,449,0,449,4,0,4,Male
"",,,-,-,MOHALLAH MUSTAFABAD LALIAN,255060211,,527,0,527,,,,
"",,,-,-,MOHALLAH ABBAS PURA LALIAN,255060204,,380,0,380,,,,
"",,,-,-,MOHALLAH ABBAS PURA LALIAN,255060212,,573,0,573,,,,
"",,,-,-,,,,1929,0,1929,,,,
93,121,Government Girls Elementary School Lalian Middle Section,-,-,MOHALLAH MUSTAFABAD LALIAN,255060203,,0,387,387,0,4,4,Female
"",,,-,-,MOHALLAH MUSTAFABAD LALIAN,255060211,,0,480,480,,,,
"",,,-,-,MOHALLAH ABBAS PURA LALIAN,255060204,,0,343,343,,,,
"",,,-,-,MOHALLAH ABBAS PURA LALIAN,255060212,,0,484,484,,,,
"",,,-,-,,,,0,1694,1694,,,,
93,122,Special Education Center Lalian,-,-,MOHALLAH TARIQABAD LALIAN,255060205,,566,0,566,2,0,2,Male
"",,,-,-,MOHALLAH TARIQABAD LALIAN,255060213,,371,0,371,,,,
"",,,-,-,,,,937,0,937,,,,
93,123,Special Education Center Lalian,-,-,MOHALLAH JAMIA MASJID LALIAN,255060206,,895,0,895,2,0,2,Male
"-",-,MOHALLAH JAMIA MASJID LALIAN,255060214,,302,0,302,,,,,,,
"-",-,,,,1197,0,1197,,,,,,,
"",124,"Government Boys Primary School No. 3, Lalian",-,-,MOHALLAH TARIQABAD LALIAN,255060213,,0,283,283,0,4,4,Female
"",,,-,-,MOHALLAH JAMIA MASJID LALIAN,255060206,,0,785,785,,,,
"",,,-,-,MOHALLAH JAMIA MASJID LALIAN,255060214,,0,297,297,,,,
"",,,-,-,,,,0,1874,1874,,,,
93,125,"Vocational Training Institute For Woman ,  Mohallah New Eid GahNear Chungi No. 4",-,-,"MAOHALLAH NAE EID GAHLALIAN",255060207,,467,395,862,2,2,4,Combined
"",,,-,-,"MAOHALLAH NAE EID GAHLALIAN",255060215,,516,391,907,,,,
"",,,-,-,,,,983,786,1769,,,,
93,126,Government Model Primary School Darul Sadar Chenab Nagar,-,-,"MOHALLAH DARULSADARSHUMALI CHNAB NAGAR",255070101,,583,0,583,3,0,3,Male
"",,,-,-,"MOHALLAH DARULSADARSHUMALI CHNAB NAGAR",255070107,,893,0,893,,,,
"",,,-,-,,,,1476,0,1476,,,,
93,127,Government Model Primary School Darul Sadar Chenab Nagar,-,-,"MOHALLAH DARULREHMATSHARQI CHNAB NAGAR",255070103,,659,0,659,2,0,2,Male
"",,,-,-,,,,659,0,659,,,,
93,128,Govt. Nusrat High School Chenab Nagar,-,-,"MOHALLAH DARULSADARSHUMALI CHNAB NAGAR",255070101,,0,422,422,0,3,3,Female
"",,,-,-,"MOHALLAH DARULSADARSHUMALI CHNAB NAGAR",255070107,,0,1001,1001,,,,
"",,,-,-,,,,0,1423,1423,,,,
93,129,Govt. Nusrat High School Chenab Nagar,-,-,"MOHALLAH DARULREHMATSHARQI CHNAB NAGAR",255070103,,0,678,678,0,2,2,Female
"",,,-,-,,,,0,678,678,,,,
93,130,TI High School  Primery Portion Kacha Bazar  Chenab Nagar,-,-,"MOHALLAH DARULSADAR JUNUBICHNAB NAGAR",255070102,,533,0,533,3,0,3,Male
"",,,-,-,"MOHALLAH DARULSADAR JUNUBICHNAB NAGAR",255070108,,192,0,192,,,,
"",,,-,-,"MOHALLAH DARULSADAR JUNUBICHNAB NAGAR",255070113,,937,0,937,,,,
"",,,-,-,,,,1662,0,1662,,,,
93,131,TI High School  Primery Portion Kacha Bazar  Chenab Nagar,-,-,FACTORY AREA CHNAB NAGAR,255070106,,302,0,302,2,0,2,Male
"",,,-,-,FACTORY AREA CHNAB NAGAR,255070112,,343,0,343,,,,
"",,,-,-,,,,645,0,645,,,,
93,132,Govt. Nusrat High School Chenab Nagar,-,-,"MOHALLAH DARULSADAR JUNUBICHNAB NAGAR",255070102,,0,372,372,0,4,4,Female
"",,,-,-,"MOHALLAH DARULSADAR JUNUBICHNAB NAGAR",255070108,,0,583,583,,,,
"",,,-,-,"MOHALLAH DARULSADAR JUNUBICHNAB NAGAR",255070113,,0,651,651,,,,
"",,,-,-,,,,0,1606,1606,,,,
93,133,Govt. Nusrat High School Chenab Nagar,-,-,FACTORY AREA CHNAB NAGAR,255070106,,0,329,329,0,2,2,Female
"",,,-,-,FACTORY AREA CHNAB NAGAR,255070112,,0,340,340,,,,
"",,,-,-,,,,0,669,669,,,,
93,134,TI High School Chenab Nagar,-,-,"MOHALLAH DARULREHMATWASTI CHNAB NAGAR",255070104,,169,0,169,3,0,3,Male
"",,,-,-,"MOHALLAH DARULREHMATWASTI CHNAB NAGAR",255070110,,249,0,249,,,,
"",,,-,-,"MOHALLAH DARULREHMATWASTI CHNAB NAGAR",255070111,,321,0,321,,,,
"",,,-,-,"MOHALLAH DARULREHMATGHARBI CHNAB NAGAR",255070105,,366,0,366,,,,
"",,,-,-,"MOHALLAH DARULREHMATGHARBI CHNAB NAGAR",255070109,,318,0,318,,,,
"",,,-,-,,,,1423,0,1423,,,,
93,135,Govt. Nusrat High School Chenab Nagar,-,-,"MOHALLAH DARULREHMATWASTI CHNAB NAGAR",255070104,,0,164,164,0,3,3,Female
"-",-,"MOHALLAH DARULREHMATWASTI CHNAB NAGAR",255070110,,0,268,268,,,,,,,
"-",-,"MOHALLAH DARULREHMATWASTI CHNAB NAGAR",255070111,,0,357,357,,,,,,,
"-",-,"MOHALLAH DARULREHMATGHARBI CHNAB NAGAR",255070105,,0,406,406,,,,,,,
"-",-,"MOHALLAH DARULREHMATGHARBI CHNAB NAGAR",255070109,,0,309,309,,,,,,,
"-",-,,,,0,1504,1504,,,,,,,
"",136,TI High School Chenab Nagar,-,-,"MOHALLAH DARULFAZAL CHNABNAGAR",255070206,,444,0,444,3,0,3,Male
"",,-,-,"MOHALLAH BABULABWAB CHNABNAGAR",255070202,,405,0,405,,,,,
"",,-,-,"MOHALLAH BABULABWAB CHNABNAGAR",255070207,,102,0,102,,,,,
"",,-,-,,,,1566,0,1566,,,,,
93,137,Municipal Committee Office Chenab Nagar,-,-,"MOHALLAH DARULFAZAL CHNABNAGAR",255070201,,0,528,528,0,3,3,Female
"",,-,-,"MOHALLAH DARULFAZAL CHNABNAGAR",255070206,,0,336,336,,,,,
"",,-,-,"MOHALLAH BABULABWAB CHNABNAGAR",255070202,,0,297,297,,,,,
"",,-,-,"MOHALLAH BABULABWAB CHNABNAGAR",255070207,,0,156,156,,,,,
"",,-,-,,,,0,1317,1317,,,,,
93,138,TI High School Chenab Nagar,-,-,"MOHALLAH KACHI ABADIDARULYAMAN CHNAB NAGAR",255070203,,777,0,777,4,0,4,Male
"",,-,-,"MOHALLAH KACHI ABADIDARULYAMAN CHNAB NAGAR",255070208,,226,0,226,,,,,
"",,-,-,"MOHALLAH KACHI ABADIDARULYAMAN CHNAB NAGAR",255070209,,330,0,330,,,,,
"",,-,-,"MOHALLAH DARULNASAR GHARBICHNAB NAGAR",255070204,,516,0,516,,,,,
"",,-,-,,,,1849,0,1849,,,,,
93,139,Government Girls  Elementry School  Darul Yaman Chenab Nagar,-,-,"MOHALLAH KACHI ABADIDARULYAMAN CHNAB NAGAR",255070203,,0,887,887,0,4,4,Female
"",,-,-,"MOHALLAH KACHI ABADIDARULYAMAN CHNAB NAGAR",255070208,,0,137,137,,,,,
"",,-,-,"MOHALLAH KACHI ABADIDARULYAMAN CHNAB NAGAR",255070209,,0,244,244,,,,,
"",,-,-,"MOHALLAH DARULNASAR GHARBICHNAB NAGAR",255070204,,0,515,515,,,,,
"",,-,-,,,,0,1783,1783,,,,,
93,140,TI High School Chenab Nagar,-,-,"MOHALLAH DARULBARKATCHNAB NAGAR",255070205,,679,681,1360,2,2,4,Combined
"",,-,-,,,,679,681,1360,,,,,
93,141,Government Boys Primary School Darul Yaman Chenab Nagar,-,-,"MOHALLAH  DARULYAMANWASTI CHNAB NAGAR",255070301,,194,0,194,3,0,3,Male
"",,-,-,"MOHALLAH  DARULYAMANWASTI CHNAB NAGAR",255070314,,458,0,458,,,,,
"",,-,-,"MOHALLAH  DARULYAMANSHARQI CHNAB NAGAR",255070302,,427,0,427,,,,,
"",,-,-,"MOHALLAH  DARULYAMANSHARQI CHNAB NAGAR",255070308,,381,0,381,,,,,
"",,-,-,,,,1460,0,1460,,,,,
93,142,Government Girls Elementary School Darul Yaman Chenab Nagar,-,-,"MOHALLAH  DARULYAMANWASTI CHNAB NAGAR",255070301,,0,200,200,0,3,3,Female
"",,-,-,"MOHALLAH  DARULYAMANWASTI CHNAB NAGAR",255070314,,0,439,439,,,,,
"",,-,-,"MOHALLAH  DARULYAMANSHARQI CHNAB NAGAR",255070302,,0,422,422,,,,,
"",,-,-,"MOHALLAH  DARULYAMANSHARQI CHNAB NAGAR",255070308,,0,291,291,,,,,
"",,-,-,,,,0,1352,1352,,,,,
93,143,Government Girls Primary School Darul Nasir,-,-,MUSLIM COLONEY CHNAB NAGAR,255070303,,315,0,315,2,0,2,Male
"",,-,-,MUSLIM COLONEY CHNAB NAGAR,255070309,,410,0,410,,,,,
"",,-,-,,,,725,0,725,,,,,
93,144,Government Girls Primary School Darul Nasir,-,-,"MOHALLAH DARULNASAR WASTICHNAB NAGAR",255070304,,771,0,771,3,0,3,Male
"-",-,"MOHALLAH DARULNASAR WASTICHNAB NAGAR",255070310,,691,0,691,,,,,,,
"-",-,,,,1462,0,1462,,,,,,,
"-",-,MUSLIM COLONEY CHNAB NAGAR,255070303,,0,294,294,,,,,,,
"-",-,MUSLIM COLONEY CHNAB NAGAR,255070309,,0,254,254,,,,,,,
"",,,-,-,"MOHALLAH DARULNASAR WASTICHNAB NAGAR",255070310,,0,705,705,,,,
"",,-,-,,,,0,1924,1924,,,,,
93,146,Government Boys Primary School CHANI QURESHIAN,-,-,"CHANI QURESHIAN CHNABNAGAR",255070305,,391,0,391,2,0,2,Male
"",,-,-,"CHANI QURESHIAN CHNABNAGAR",255070311,,721,0,721,,,,,
"",,-,-,,,,1112,0,1112,,,,,
93,147,Government Boys Primary School CHANI QURESHIAN,-,-,"CHANI QURESHIAN CHNABNAGAR",255070305,,0,455,455,0,2,2,Female
"",,-,-,"CHANI QURESHIAN CHNABNAGAR",255070311,,0,482,482,,,,,
"",,-,-,,,,0,937,937,,,,,
93,148,Girls High School Fazl-e-Umar Chenab Nagar,-,-,"MOHALLAH BASHIRABAD CHNABNAGAR",255070306,,287,0,287,3,0,3,Male
"",,-,-,"MOHALLAH BASHIRABAD CHNABNAGAR",255070312,,739,0,739,,,,,
"",,-,-,"MOHALLAH DARULNASAR CHNABNAGAR",255070307,,316,0,316,,,,,
"",,-,-,"MOHALLAH DARULNASAR CHNABNAGAR",255070313,,269,0,269,,,,,
"",,-,-,,,,1611,0,1611,,,,,
93,149,Girls High School Fazl-e-Umar Chenab Nagar,-,-,"MOHALLAH BASHIRABAD CHNABNAGAR",255070306,,0,251,251,0,4,4,Female
"-",-,"MOHALLAH BASHIRABAD CHNABNAGAR",255070312,,0,665,665,,,,,,,
"-",-,"MOHALLAH DARULNASAR CHNABNAGAR",255070307,,0,347,347,,,,,,,
"-",-,"MOHALLAH DARULNASAR CHNABNAGAR",255070313,,0,283,283,,,,,,,
"-",-,,,,0,1546,1546,,,,,,,
"-",-,"MOHALLAH DARULULOOMGHARBI CHNAB NAGAR",255080101,,386,380,766,,,,,,,
93,151,TI College Chenab Nagar,-,-,"MOHALLAH DARULULOOMGHARBI CHNAB NAGAR",255080203,,696,721,1417,2,2,4,Combined
"",,,-,-,,,,696,721,1417,,,,
93,152,TI College Chenab Nagar,-,-,"MOHALLAH DARULULOOM WASTICHNAB NAGAR",255080102,,363,366,729,1,1,2,Combined
"",,,-,-,,,,363,366,729,,,,
93,153,TI College Chenab Nagar,-,-,"MOHALLAH DARULULOOMSHARQI CHNAB NAGAR",255080103,,265,217,482,2,2,4,Combined
"",,,-,-,"MOHALLAH DARULULOOMSHARQI CHNAB NAGAR",255080105,,634,608,1242,,,,
"",,,-,-,,,,899,825,1724,,,,
93,154,TI College Chenab Nagar,-,-,"MOHALLAH DARULULOOMCHNAB NAGAR",255080104,,418,490,908,2,2,4,Combined
"",,,-,-,"MOHALLAH DARULULOOMCHNAB NAGAR",255080106,,247,157,404,,,,
"",,,-,-,,,,665,647,1312,,,,
93,155,Office Excise and Taxation Chenab Nagar,-,-,"MOHALLAH CHAMAN ABBASCHNAB NAGAR",255080201,,576,445,1021,1,1,2,Combined
"",,,-,-,,,,576,445,1021,,,,
93,156,TI College Chenab Nagar,-,-,"MOHALLAH NASIRABABD GARBICHNAB NAGAR",255080202,,679,751,1430,2,2,4,Combined
"",,,-,-,"MOHALLAH NASIRABABD GARBICHNAB NAGAR",255080207,,234,159,393,,,,
"",,,-,-,,,,913,910,1823,,,,
93,157,Govt. Degree College Chenab Nagar,-,-,"MOHALLAH NUSRATABAD CHNABNAGAR",255080204,,540,0,540,2,0,2,Male
"",,,-,-,"MOHALLAH NUSRATABAD CHNABNAGAR",255080208,,561,0,561,,,,
"",,,-,-,,,,1101,0,1101,,,,
93,158,Govt. Degree College Chenab Nagar,-,-,"MOHALLAH NUSRATABAD CHNABNAGAR",255080204,,0,587,587,0,2,2,Female
"",,,-,-,"MOHALLAH NUSRATABAD CHNABNAGAR",255080208,,0,370,370,,,,
"",,,-,-,,,,0,957,957,,,,
93,159,Govt. Degree College Chenab Nagar,-,-,"MOHALLAH BUTULHAMD CHNABNAGAR",255080205,,326,316,642,2,2,4,Combined
"",,,-,-,"MOHALLHA DARULFTOOH CHNABNAGAR",255080206,,401,446,847,,,,
"",,,-,-,"MOHALLHA DARULFTOOH CHNABNAGAR",255080209,,130,118,248,,,,
"",,,-,-,,,,857,880,1737,,,,
93,160,Government Boys Primary School Chak No.212  Est,0,256040408,-,-,,449,349,798,1,1,2,Combined
"",,,CHAK NO.212/JB,256040409,-,-,,179,106,285,,,,
"",,,,,-,-,,628,455,1083,,,,
93,161,Government Model Primary School Chak No.242 East,CHAK NO.242/JB,256040501,-,-,,370,299,669,2,2,4,Combined
"",,,CHAK NO.242/JB,256040502,-,-,,391,378,769,,,,
"",,,CHAK NO.242/JB,256040503,-,-,,52,53,105,,,,
"",,,,,-,-,,813,730,1543,,,,
93,162,Government Boys Elementary School Chak No.244,CHAK NO.244/JB,256040504,-,-,,459,395,854,1,1,2,Combined
"",,,,,-,-,,459,395,854,,,,
93,163,Government Boys High School Chak No.241,CHAK NO.241/JB,256040505,-,-,,695,574,1269,2,2,4,Combined
"",,,,,-,-,,695,574,1269,,,,
93,164,Government Girls Elementary School Chak No.241,CHAK NO.241/JB,256040506,-,-,,579,409,988,1,1,2,Combined
"",,,,,-,-,,579,409,988,,,,
93,165,Government Boys Elementary School Chak No.225,CHAK NO.225/JB,256040601,-,-,,412,319,731,1,1,2,Combined
"",,,,,-,-,,412,319,731,,,,
93,166,Government Boys Elementary School Chak No.225,CHAK NO.225/JB,256040602,-,-,,351,261,612,2,2,4,Combined
"",,,CHAK NO.225/JB,256040603,-,-,,378,240,618,,,,
"",,,,,-,-,,729,501,1230,,,,
93,167,Government Boys Primary School Chak No.229,CHAK NO.229/JB,256040604,-,-,,852,710,1562,2,2,4,Combined
"",,,,,-,-,,852,710,1562,,,,
93,168,Government Boys Primary School Chak No.228,CHAK NO.228/JB,256040605,-,-,,529,431,960,2,2,4,Combined
CHAK NO.228/JB,256040606,-,-,,327,206,533,,,,,,,
"",,-,-,,856,637,1493,,,,,,,
CHAK NO.224/JB,256040701,-,-,,691,548,1239,,,,,,,
93,170,Government Boys Primary School Chak No.190,CHAK NO.190/JB,256040702,-,-,,559,455,1014,1,1,2,Combined
"",,,,,-,-,,559,455,1014,,,,
93,171,Government Boys Primary School Chak No.192 West,CHAK NO.192/JB,256040703,-,-,,503,398,901,1,1,2,Combined
"",,,,,-,-,,503,398,901,,,,
93,172,Government Boys Elementary School Chak No.222,CHAK NO.222/JB,256040704,-,-,,324,269,593,1,1,2,Combined
"",,,CHAK NO.222/JB,256040705,-,-,,260,195,455,,,,
"",,,,,-,-,,584,464,1048,,,,
93,173,Government Boys Elementary School Chak No.191,CHAK NO.191/JB,256040706,-,-,,617,449,1066,2,1,3,Combined
"",,,CHAK NO.191/JB,256040707,-,-,,126,98,224,,,,
"",,,,,-,-,,743,547,1290,,,,
93,174,Government Girls Primary School Chak No.194 Syal wala,CHAK NO.194/JB,256040801,-,-,,125,111,236,1,1,2,Combined
"",,,CHAK NO.194/JB,256040802,-,-,,267,173,440,,,,
"",,,,,-,-,,392,284,676,,,,
93,175,Government Boys Primary School Chak No.193 Ameer Wala,CHAK NO.193/JB,256040803,-,-,,401,262,663,1,1,2,Combined
"",,,,,-,-,,401,262,663,,,,
93,176,Government  Boys High School Chak No.195,CHAK NO.195/JB,256040804,-,-,,679,556,1235,1,1,2,Combined
"",,,,,-,-,,679,556,1235,,,,
93,177,Government Girls Elementary School Chak No.195,CHAK NO.195/JB,256040805,-,-,,278,233,511,1,1,2,Combined
"",,,CHAK NO.195/JB,256040806,-,-,,99,73,172,,,,
"",,,,,-,-,,377,306,683,,,,
93,178,Government Girls Primary School Chak No.196 (Jewanka),CHAK NO.196/JB,256040807,-,-,,326,238,564,2,1,3,Combined
"",,,CHAK NO.196/JB,256040808,-,-,,136,127,263,,,,
"",,,CHAK NO.196/JB,256040809,-,-,,223,188,411,,,,
"",,,,,-,-,,685,553,1238,,,,
93,179,Government Boys Primary School  Chak No.227,CHAK NO.227/JB,256040901,-,-,,496,0,496,2,0,2,Male
"",,,CHAK NO.227/JB,256040902,-,-,,598,0,598,,,,
"",,,,,-,-,,1094,0,1094,,,,
93,180,Government Girls Primary School Chak No.226,CHAK NO.226/JB,256040903,-,-,,926,0,926,2,0,2,Male
"",,,,,-,-,,926,0,926,,,,
93,181,Government Girls Primary School Chak No.227,CHAK NO.227/JB,256040901,-,-,,0,343,343,0,2,2,Female
CHAK NO.227/JB,256040902,-,-,,0,416,416,,,,,,,
"",,-,-,,0,759,759,,,,,,,
CHAK NO.226/JB,256040903,-,-,,0,724,724,,,,,,,
