"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voters onthe electoral roll incase electoral areis bifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",,Musa Kanjoo,251040604,--,--,--,0,364,364,,,
"",,Musa Kanjoo,251040605,--,--,--,0,493,493,,,
"",,Total,,--,--,--,0,"1,179","1,179",,,
183,"Govt. Girls Secondary School Chak No.45/P (Male)  (P)*",Chak No. 45/P,251040806,--,--,--,562,0,562,2,0,2
"",,Chak No. 45/P,251040807,--,--,--,722,0,722,,,
"",,Total,,--,--,--,"1,284",0,"1,284",,,
184,"Govt. Girls Secondary School Chak No.45/P (Female)  (P)*",Chak No. 45/P,251040806,--,--,--,0,402,402,0,2,2
"",,Chak No. 45/P,251040807,--,--,--,0,586,586,,,
"",,Total,,--,--,--,0,988,988,,,
185,"Govt. Boys Primary School Chak No.44/P (P)*",Chak No. 44/P,251040805,--,--,--,562,422,984,1,1,2
Chak No. 37/P,251040801,--,--,--,318,221,539,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1816,2,3,4,5,6,7,8,9,10,121,112,133
"",,Total,,--,--,--,856,616,"1,472",,,
187,"Govt. Boys Primary School Chak No.33/P (Male)",Chak No. 33/P,251040404,--,--,--,446,0,446,3,0,3
"",,Chak No. 33/P,251040405,--,--,--,352,0,352,,,
"",,Chak No. 33/P,251040406,--,--,--,479,0,479,,,
"",,Chak No. 41/P,251040408,,,--,65,0,65,,,
"",,Total,,--,--,--,"1,342",0,"1,342",,,
188,"Govt. Boys Primary School Chak No.33/P (Female)",Chak No. 33/P,251040404,--,--,--,0,307,307,0,2,2
"",,Chak No. 33/P,251040405,--,--,--,0,256,256,,,
"",,Chak No. 33/P,251040406,--,--,--,0,355,355,,,
"",,Chak No. 41/P,251040408,,,--,0,41,41,,,
"",,Total,,--,--,--,0,959,959,,,
189,"Govt. Boys Elementary School Chak No.60/P (P)*",Chak No. 59/P,251050103,--,--,--,52,28,80,1,1,2
"",,Chak No. 60/P,251050104,--,--,--,614,449,"1,063",,,
"",,Total,,--,--,--,666,477,"1,143",,,
190,"Govt. Boys P/S BTM, Khanpur",Hakra,251050102,--,--,--,786,705,"1,491",2,2,4
191,"Govt. Girls Elementary School DinpurChak No. 99/NP (P)*",Khanpur,251050101,--,--,--,"1,112",885,"1,997",2,2,4
192,"Govt. Boys Primary School Neel Garh(P)*",Neel Garh,251050201,--,--,--,415,293,708,2,1,3
"",,Neel Garh,251050202,--,--,--,284,282,566,,,
"",,Total,,--,--,--,699,575,"1,274",,,
193,"Govt. Boys Primary School Tail Panjnad(Karim Abad) (P)*",Neel Garh,251050203,--,--,--,852,709,"1,561",2,1,3
194,"Govt. Boys Elementary School Faizabad(P)*",Faizabad,251050204,--,--,--,325,250,575,2,2,4
Faizabad,251050205,--,--,--,367,274,641,,,,,
Faizabad,251050206,--,--,--,76,42,118,,,,,
Faizabad,251050207,--,--,--,446,396,842,,,,,
Total,,--,--,--,"1,214",962,"2,176",,,,,
Jetha Bhutta,251050302,--,--,--,258,182,440,,,,,
Jetha Bhutta,251050303,--,--,--,343,285,628,,,,,
Chak No. 4/P,251050305,--,--,--,133,127,260,,,,,
Chak No. 4/P,251050306,--,--,--,214,152,366,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
196,"Govt. Boys Primary School Chak LalMian Abdus Salam",Jetha Bhutta,251050301,--,--,--,"1,111",867,"1,978",2,2,4
197,"Govt. Boys Primary School Mouza MoniThal (P)*",Moni Thal,251050601,--,--,--,422,288,710,2,1,3
"",,Moni Thal,251050602,--,--,--,405,331,736,,,
"",,Total,,--,--,--,827,619,"1,446",,,
198,"Govt. Girls Primary School Chak No.2/P (P)*",Chak No. 2/P,251050603,--,--,--,509,369,878,2,1,3
"",,Chak No. 3/P,251050604,--,--,--,349,257,606,,,
"",,Total,,--,--,--,858,626,"1,484",,,
199,"Govt. Boys High School Mud Mangla(Male)  (P)*",Wahi Hazrat,251060301,--,--,--,450,0,450,2,0,2
"",,Wahi Hazrat,251060302,--,--,--,406,0,406,,,
"",,Wahi Hazrat,251060303,--,--,--,372,0,372,,,
"",,Total,,--,--,--,"1,228",0,"1,228",,,
200,"Govt. Boys High School Mud ManglaPrimary Portion (Female)  (P)*",Wahi Hazrat,251060301,--,--,--,0,327,327,0,2,2
"",,Wahi Hazrat,251060302,--,--,--,0,310,310,,,
"",,Wahi Hazrat,251060303,--,--,--,0,273,273,,,
"",,Total,,--,--,--,0,910,910,,,
201,"Govt. Girls Primary School Chak No.5/P (P)*",Chak No. 5/P,251060304,--,--,--,784,548,"1,332",2,2,4
"",,Haveli Lal Chand,251010501,--,--,--,225,147,372,,,
"",,Total,,--,--,--,"1,009",695,"1,704",,,
202,"Govt. Girls Primary School Chak No.17/P (P)*",Chak No. 6/P,251060305,--,--,--,244,154,398,2,1,3
"",,Chak No. 17/P,251010502,--,--,--,686,522,"1,208",,,
"",,Total,,--,--,--,930,676,"1,606",,,
203,"Govt. Boys High School Chak No. 1/P(P)*",Chak No. 1/P,251060414,--,--,--,464,345,809,2,1,3
Chak No. 1/P,251060415,--,--,--,185,145,330,,,,,
Total,,--,--,--,649,490,"1,139",,,,,
Chak No. 1/P,251060409,--,--,--,116,0,116,,,,,
Chak No. 1/P,251060410,--,--,--,328,0,328,,,,,
Chak No. 1/P,251060411,--,--,--,254,0,254,,,,,
Chak No. 1/P,251060412,--,--,--,451,0,451,,,,,
Chak No. 1/P,251060413,--,--,--,263,0,263,,,,,
"",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
205,"Govt. Boys High School Chak No. 1/P(Female)",Chak No. 1/P,251060409,--,--,--,0,67,67,0,2,2
"",,Chak No. 1/P,251060410,--,--,--,0,231,231,,,
"",,Chak No. 1/P,251060411,--,--,--,0,186,186,,,
"",,Chak No. 1/P,251060412,--,--,--,0,363,363,,,
"",,Chak No. 1/P,251060413,--,--,--,0,188,188,,,
"",,Total,,--,--,--,0,"1,035","1,035",,,
206,"Govt. Girls Higher Secondary SchoolChak No. 1/P (Male)",Chak No. 1/P,251060416,--,--,--,267,0,267,2,0,2
"",,Chak No. 1/P,251060417,--,--,--,625,0,625,,,
"",,Chak No. 1/P,251060418,--,--,--,277,0,277,,,
"",,Total,,--,--,--,"1,169",0,"1,169",,,
207,"Govt. Girls Higher Secondary SchoolChak No. 1/P (Female)",Chak No. 1/P,251060416,--,--,--,0,225,225,0,2,2
"",,Chak No. 1/P,251060417,--,--,--,0,501,501,,,
"",,Chak No. 1/P,251060418,--,--,--,0,182,182,,,
"",,Total,,--,--,--,0,908,908,,,
208,"Govt. Girls Primary School Amir BuxChak No. 1/P (Male)",Chak No. 1/P,251060406,--,--,--,462,0,462,2,0,2
"",,Chak No. 1/P,251060407,--,--,--,308,0,308,,,
"",,Chak No. 1/P,251060408,--,--,--,307,0,307,,,
"",,Total,,--,--,--,"1,077",0,"1,077",,,
209,"Govt. Boys Elementary School Hi-SonsChak No. 1/P (Female)",Chak No. 1/P,251060406,--,--,--,0,374,374,0,2,2
"",,Chak No. 1/P,251060407,--,--,--,0,229,229,,,
"",,Chak No. 1/P,251060408,--,--,--,0,275,275,,,
"",,Total,,--,--,--,0,878,878,,,
210,"Govt. Boys Elementary School TallayWala (Male)  (P)*",Tallay Wala,251060401,--,--,--,386,0,386,3,0,3
"",,Tallay Wala,251060402,--,--,--,277,0,277,,,
"",,Tallay Wala,251060403,--,--,--,785,0,785,,,
"",,Total,,--,--,--,"1,448",0,"1,448",,,
211,"Govt. Boys Elementary School TallayWala (Female)  (P)*",Tallay Wala,251060401,--,--,--,0,310,310,0,2,2
Tallay Wala,251060402,--,--,--,0,194,194,,,,,
Tallay Wala,251060403,--,--,--,0,571,571,,,,,
Total,,--,--,--,0,"1,075","1,075",,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
212,"Tarai Jhoor Mouza Gullan Gulkala(Male)",Gullan Gulkala,251050403,--,--,--,601,0,601,2,0,2
"",,Gullan Gulkala,251050404,--,--,--,400,0,400,,,
"",,Total,,--,--,--,"1,136",0,"1,136",,,
213,"Govt. Boys Primary School Jhullan BastiTarai Jhore Mouza Gullan Gulkala(Female)",Chak No. 11/P,251050304,--,--,--,0,77,77,0,2,2
"",,Gullan Gulkala,251050403,--,--,--,0,424,424,,,
"",,Gullan Gulkala,251050404,--,--,--,0,367,367,,,
"",,Total,,--,--,--,0,868,868,,,
214,"Govt. Girls Primary School BastiMuhammad Nawaz Jhullan MouzaGullan Gulkala (P)*",Gullan Gulkala,251050401,--,--,--,556,541,1097,1,1,2
215,"Govt. Girls Primary School Chak No.14/P (P)*",Gullan Gulkala,251050402,--,--,--,186,123,309,2,1,3
"",,Chak No. 15/P,251050405,--,--,--,164,120,284,,,
"",,Chak No. 14/P,251050406,--,--,--,347,219,566,,,
"",,Total,,--,--,--,697,462,"1,159",,,
216,"Govt. Girls Primary School Riaz ColonyMouza Amir Pur (Male)  (P)*",Amir Pur,251060501,--,--,--,279,0,279,3,0,3
"",,Amir Pur,251060502,--,--,--,343,0,343,,,
"",,Amir Pur,251060503,--,--,--,668,0,668,,,
"",,Chak No. 13/P,251060508,--,--,--,245,0,245,,,
"",,Chak No. 16/P,251060509,--,--,--,18,0,18,,,
"",,Total,,--,--,--,"1,553",0,"1,553",,,
217,"Govt. Girls Primary School GhousColony Amir Pur (Female)  (P)*",Amir Pur,251060501,--,--,--,0,177,177,0,2,2
Amir Pur,251060502,--,--,--,0,232,232,,,,,
Amir Pur,251060503,--,--,--,0,420,420,,,,,
Chak No. 13/P,251060508,--,--,--,0,147,147,,,,,
Chak No. 16/P,251060509,--,--,--,0,10,10,,,,,
Total,,--,--,--,0,986,986,,,,,
Kamil Laar,251060504,--,--,--,383,0,383,,,,,
Kamil Laar,251060505,--,--,--,277,0,277,,,,,
Kamil Laar,251060506,--,--,--,486,0,486,,,,,
Kamil Laar,251060507,--,--,--,215,0,215,,,,,
"",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
219,"Govt. Boys Primary School JanMuhammad Kalhora (Kamil Lar) Female",Kamil Laar,251060504,--,--,--,0,280,280,0,2,2
"",,Kamil Laar,251060505,--,--,--,0,165,165,,,
"",,Kamil Laar,251060506,--,--,--,0,275,275,,,
"",,Kamil Laar,251060507,--,--,--,0,162,162,,,
"",,Total,,--,--,--,0,882,882,,,
220,"Govt. Boys Primary School Basti QaboolWala Mouza Ghunia (P)*",Ghunian,251010201,--,--,--,641,515,"1,156",1,1,2
221,"Govt. Girls Primary School BastiGhunian (P)*",Ghunian,251010202,--,--,--,724,559,"1,283",2,2,4
"",,Ghunian,251010203,--,--,--,247,171,418,,,
"",,Total,,--,--,--,971,730,"1,701",,,
222,"Govt. Boys High School Chak No. 7/P(P)*",Chak No. 7/P,251010204,--,--,--,398,292,690,2,2,4
"",,Chak No. 7/P,251010205,--,--,--,428,343,771,,,
"",,Chak No. 8/P,251010206,--,--,--,245,177,422,,,
"",,Total,,--,--,--,"1,071",812,"1,883",,,
223,"Govt. Girls Primary School Chak No.133/1-L (P)*",Chak No. 91/1-L,251010602,--,--,--,237,129,366,1,1,2
"",,Chak No. 133/1-L,251010605,--,--,--,314,145,459,,,
"",,Total,,--,--,--,551,274,825,,,
224,"Govt. Boys Primary School Chak No.134/1-L (P)*",Chak No. 134/1-L,251010606,--,--,--,283,152,435,1,1,2
"",,Chak No. 134/1-L,251010607,--,--,--,347,170,517,,,
"",,Total,,--,--,--,630,322,952,,,
225,"Govt. Boys Primary School Chak No.135/1-L (P)*",Chak No. 135/1-L,251010504,--,--,--,576,424,"1,000",2,2,4
"",,Chak No. 136/1-L,251010503,--,--,--,338,202,540,,,
"",,Total,,--,--,--,914,626,"1,540",,,
226,"Basic Health Center Bhutta Sheikhan(P)*",Chak No. 90/1-L,251010601,--,--,--,204,135,339,2,1,3
"",,Chak No. 137/1-L,251010505,--,--,--,613,327,940,,,
"",,Total,,--,--,--,817,462,"1,279",,,
227,"Govt. Girls Elementary School Chak No.92/1-L (P)*",Chak No. 92/1-L,251010301,--,--,--,387,357,744,1,1,2
Chak No. 93/1-L,251010302,--,--,--,290,229,519,,,,,
Total,,--,--,--,677,586,"1,263",,,,,
Chak No. 94/1-L,251010303,--,--,--,429,284,713,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
2218,2,3,4,5,6,7,8,9,10,121,112,133
"",,Total,,--,--,--,864,625,"1,489",,,
229,"Govt. Girls Primary School Chak No.97/1-L (P)*",Chak No. 96/1-L,251010702,--,--,--,191,133,324,1,1,2
"",,Chak No. 97/1-L,251010703,--,--,--,299,209,508,,,
"",,Total,,--,--,--,490,342,832,,,
230,"Govt. Boys Primary School Chak No.98/1-L (P)*",Chak No. 98/1-L,251010704,--,--,--,167,126,293,1,1,2
"",,Chak No. 99/1-L,251010705,--,--,--,366,257,623,,,
"",,Total,,--,--,--,533,383,916,,,
231,"Govt. Boys High School Chak No. 103/1-L",Chak No. 100/1-L,251010101,--,--,--,235,146,381,2,2,4
"",,Chak No. 102/1-L,251010103,--,--,--,435,321,756,,,
"",,Chak No. 103/1-L,251010706,--,--,--,496,371,867,,,
"",,Total,,--,--,--,"1,166",838,"2,004",,,
232,"Govt. Boys Primary School Chak No.104/1-L (P)*",Chak No. 101/1-L,251010102,--,--,--,117,78,195,2,1,3
"",,Chak No. 104/1-L,251010104,--,--,--,544,337,881,,,
"",,Total,,--,--,--,661,415,"1,076",,,
233,"Govt. Boys Elementary School Chak No.121/1-L (P)*",Chak No. 121/1-L,251010106,--,--,--,649,480,"1,129",1,1,2
234,"Govt. Boys Primary School Chak No.120/1-L (P)*",Chak No. 122/1-L,251010107,--,--,--,337,208,545,2,1,3
"",,Chak No. 120/1-L,251010105,--,--,--,522,337,859,,,
"",,Total,,--,--,--,859,545,"1,404",,,
235,"Govt. Boys Elementary School Chak No.119/1-L",Chak No. 119/1-L,251010808,--,--,--,587,441,"1,028",1,1,2
236,"Govt. Boys Primary School Chak No.124/1-L (P)*",Chak No. 123/1-L,251010108,--,--,--,318,217,535,2,1,3
"",,Chak No. 124/1-L,251010707,--,--,--,277,183,460,,,
"",,Chak No. 126/1-L,251010308,--,--,--,165,103,268,,,
"",,Total,,--,--,--,760,503,"1,263",,,
237,"Govt. Girls Primary School Chak No.125/1-L (P)*",Chak No. 125/1-L,251010708,--,--,--,446,307,753,2,1,3
Chak No. 127/1-L,251010307,--,--,--,229,115,344,,,,,
Chak No. 128/1-L,251010306,--,--,--,242,173,415,,,,,
Total,,--,--,--,917,595,"1,512",,,,,
Chak No. 130/1-L,251010304,--,--,--,334,252,586,,,,,
Chak No. 129/1-L,251010305,--,--,--,232,183,415,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
239,"Govt. Boys Elementary School Chak No.131/1-L (P)*",Chak No. 131/1-L,251010603,--,--,--,518,373,891,2,2,4
"",,Chak No. 132/1-L,251010604,--,--,--,319,225,544,,,
"",,Total,,--,--,--,837,598,"1,435",,,
240,"Govt. Boys Primary School Chak No.107/1-L (P)*",Chak No. 105/1-L,251010801,--,--,--,189,112,301,1,1,2
"",,Chak No. 106/1-L,251010802,--,--,--,99,64,163,,,
"",,Chak No. 107/1-L,251010803,--,--,--,359,232,591,,,
"",,Total,,--,--,--,647,408,"1,055",,,
241,"Govt. Girls Primary School Chak No.112/1-L (P)*",Chak No. 111/1-L,251010403,--,--,--,402,380,782,2,2,4
"",,Chak No. 112/1-L,251010408,--,--,--,578,422,"1,000",,,
"",,Total,,--,--,--,980,802,"1,782",,,
242,"Govt. Boys High School Chak No. 109/1-L",Chak No. 109/1-L,251010401,--,--,--,373,272,645,2,2,4
"",,Chak No. 108/1-L,251010804,--,--,--,222,135,357,,,
"",,Chak No. 110/1-L,251010402,--,--,--,356,219,575,,,
"",,Total,,--,--,--,951,626,"1,577",,,
243,"Govt. Boys Elementary School Chak No.116/1-L (P)*",Chak No. 115/1-L,251010404,--,--,--,205,107,312,2,2,4
"",,Chak No. 115/1-L,251010405,--,--,--,149,133,282,,,
"",,Chak No. 114/1-L,251010406,--,--,--,124,80,204,,,
"",,Chak No. 113/1-L,251010407,--,--,--,43,24,67,,,
"",,Chak No. 116/1-L,251010805,--,--,--,475,317,792,,,
"",,Total,,--,--,--,996,661,"1,657",,,
244,"Govt. Girls Primary School Chak No.118/1-L (P)*",Chak No. 117/1-L,251010806,--,--,--,276,206,482,1,1,2
"",,Chak No. 118/1-L,251010807,--,--,--,230,200,430,,,
"",,Total,,--,--,--,506,406,912,,,
245,"Govt. Boys High School Nawan KotHigh Portion (Male)  (P)*",Nawan Kot,251020603,--,--,--,649,0,649,3,0,3
Nawan Kot,251020609,--,--,--,520,0,520,,,,,
Nawan Kot,251020604,--,--,--,316,0,316,,,,,
Total,,--,--,--,"1,485",0,"1,485",,,,,
Nawan Kot,251020603,--,--,--,0,446,446,,,,,
Nawan Kot,251020609,--,--,--,0,434,434,,,,,
Nawan Kot,251020604,--,--,--,0,261,261,,,,,
"",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
247,"Govt. Boys High School Nawan KotPrimary Portion",Nawan Kot,251020601,--,--,--,327,213,540,2,1,3
"",,Nawan Kot,251020602,--,--,--,475,387,862,,,
"",,Total,,--,--,--,802,600,"1,402",,,
248,"Govt. Primary School Chak No. 105/NP(P)*",Chak No. 104/NP,251020606,--,--,--,50,35,85,2,1,3
"",,Chak No. 105/NP,251020607,--,--,--,238,159,397,,,
"",,Chak No. 105/NP,251020608,--,--,--,466,367,833,,,
"",,Chak No. 104/ANP,251020908,--,--,--,146,116,262,,,
"",,Total,,--,--,--,900,677,"1,577",,,
249,"Govt. Girls Primary School BastiKumharan (Male)  (P)*",Lalu Wala,251020104,--,--,--,448,0,448,3,0,3
"",,Lalu Wala,251020105,--,--,--,264,0,264,,,
"",,Lalu Wala,251020106,--,--,--,441,0,441,,,
"",,Lalu Wala,251020107,--,--,--,133,0,133,,,
"",,Total,,--,--,--,"1,286",0,"1,286",,,
250,"Govt. Girls Primary School BastiKumharan (Female)  (P)*",Lalu Wala,251020104,--,--,--,0,340,340,0,2,2
"",,Lalu Wala,251020105,--,--,--,0,263,263,,,
"",,Lalu Wala,251020106,--,--,--,0,377,377,,,
"",,Lalu Wala,251020107,--,--,--,0,104,104,,,
"",,Total,,--,--,--,0,"1,084","1,084",,,
251,"Govt. Girls Primary School Kachi Jamal(P)*",Kachi Jamal,251020108,--,--,--,620,515,"1,135",2,2,4
"",,Kachi Jamal,251020109,--,--,--,208,227,435,,,
"",,Chak No. 115/NP,251020110,--,--,--,120,108,228,,,
"",,Total,,--,--,--,948,850,"1,798",,,
252,"Govt. Boys Primary School Lalu Wala(Male)  (P)*",Lalu Wala,251020101,--,--,--,199,0,199,2,0,2
"",,Lalu Wala,251020102,--,--,--,761,0,761,,,
"",,Lalu Wala,251020103,--,--,--,236,0,236,,,
"",,Total,,--,--,--,"1,196",0,"1,196",,,
253,"Govt. Boys Primary School Lalu Wala(Female)  (P)*",Lalu Wala,251020101,--,--,--,0,147,147,0,2,2
Lalu Wala,251020102,--,--,--,0,662,662,,,,,
Lalu Wala,251020103,--,--,--,0,204,204,,,,,
Total,,--,--,--,0,"1,013","1,013",,,,,
"",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voterson the electoralroll in caseelectoral are isbifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
254,"Govt. Boys Primary School ChakNo.107/NP Mehmood Shah (Male)  (P)*",Chak No. 106/NP,251020503,--,--,--,519,0,519,3,0,3
"",,Chak No. 107/NP,251020504,--,--,--,552,0,552,,,
"",,Total,,--,--,--,"1,538",0,"1,538",,,
255,"Govt. Boys Primary School ChakNo.107/NP Mehmood Shah (Female)(P)*",Mehmood Shah,251020501,--,--,--,0,318,318,0,2,2
"",,Chak No. 106/NP,251020503,--,--,--,0,366,366,,,
"",,Chak No. 107/NP,251020504,--,--,--,0,386,386,,,
"",,Total,,--,--,--,0,"1,070","1,070",,,
256,"Govt. Boys Primary School ChakNo.108/NP (P)*",Doda Laar,251020502,--,--,--,367,254,621,2,1,3
"",,Chak No. 108/NP,251020505,--,--,--,390,280,670,,,
"",,Total,,--,--,--,757,534,"1,291",,,
257,"Govt. Girls Primary School ChakNo.109/NP (P)*",Chak No. 109/NP,251020506,--,--,--,531,374,905,1,1,2
258,"Govt. Girls Primary School BastiKhokhran Mouza Feroza (Female)  (P)*",Feroza,251020703,--,--,--,0,317,317,0,2,2
"",,Feroza,251020707,--,--,--,0,727,727,,,
"",,Total,,--,--,--,0,1044,1044,,,
