"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voters onthe electoral roll incase electoral areis bifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",,Total,,--,--,--,0,"1,015","1,015",,,
150,Govt. Boys P/S Allah Wasaya Shah,Lal Shah,250070603,--,--,--,650,431,"1,081",1,1,2
151,"Govt. Boys Primary School KhanMuhammad",Gulani,250071106,--,--,--,595,373,968,2,1,3
"",,Gulani,250071108,--,--,--,616,356,972,,,
"",,Total,,--,--,--,"1,211",729,"1,940",,,
152,Govt. Boys Primary School Sanghar,Gulani,250071104,--,--,--,71,42,113,2,1,3
"",,Gulani,250071105,--,--,--,834,564,"1,398",,,
"",,Total,,--,--,--,905,606,"1,511",,,
153,"Govt. Boys High School Malkani HighPortion (Male)",Gulani,250071101,--,--,--,337,0,337,2,0,2
"",,Gulani,250071102,--,--,--,440,0,440,,,
"",,Gulani,250071103,--,--,--,352,0,352,,,
"",,Total,,--,--,--,"1,129",0,"1,129",,,
154,"Govt. Boys High School Malkani MiddlePortion (Female)",Gulani,250071101,--,--,--,0,223,223,0,2,2
Gulani,250071102,--,--,--,0,284,284,,,,,
Gulani,250071103,--,--,--,0,269,269,,,,,
Total,,--,--,--,0,776,776,,,,,
Malkani,250070901,--,--,--,579,371,950,,,,,
Malkani,250070902,--,--,--,67,47,114,,,,,
Malkani,250070903,--,--,--,70,53,123,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voters onthe electoral roll incase electoral areis bifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
156,Govt. Boys High School Malkani,Malkani,250070905,--,--,--,555,352,907,2,1,3
"",,Malkani,250070906,--,--,--,389,257,646,,,
"",,Total,,--,--,--,944,609,"1,553",,,
157,"Govt. Girls Primary School, Malkani",Gulani,250071107,--,--,--,428,223,651,2,1,3
"",,Malkani,250070904,--,--,--,349,215,564,,,
"",,Total,,--,--,--,777,438,"1,215",,,
158,"Govt. Boys Primary School Bagh Arain(Basti Malook Shah)",Ghous Abad,250070907,--,--,--,519,260,779,2,1,3
"",,Ghous Abad,250070908,--,--,--,227,121,348,,,
"",,Total,,--,--,--,746,381,"1,127",,,
159,"Govt. Girls Primary School Basti AbdulKarim Tumrani",Ghous Abad,250070911,--,--,--,383,252,635,2,1,3
"",,Ghous Abad,250070912,--,--,--,374,230,604,,,
"",,Total,,--,--,--,757,482,1239,,,
160,"Govt. Girls Primary School Malook ShahBasti Muhammad Ramzan Arain",Ghous Abad,250070909,--,--,--,456,364,820,2,2,4
"",,Ghous Abad,250070910,--,--,--,464,379,843,,,
"",,Total,,--,--,--,920,743,"1,663",,,
161,"Govt. Boys High School Zafarabad(Male)",Zafar Abad,250070804,--,--,--,330,0,330,2,0,2
"",,Zafar Abad,250070805,--,--,--,436,0,436,,,
"",,Zafar Abad,250070806,--,--,--,460,0,460,,,
"",,Total,,--,--,--,"1,226",0,"1,226",,,
162,"Govt. Girls Community Model SchoolZafarabad (Female)",Zafar Abad,250070804,--,--,--,0,220,220,0,2,2
"",,Zafar Abad,250070805,--,--,--,0,325,325,,,
"",,Zafar Abad,250070806,--,--,--,0,296,296,,,
"",,Total,,--,--,--,0,841,841,,,
163,"Govt. Boys High School, Zafar Abad(Male)",Zafar Abad,250070801,--,--,--,609,0,609,3,0,3
Zafar Abad,250070802,--,--,--,512,0,512,,,,,
Zafar Abad,250070803,--,--,--,475,0,475,,,,,
Total,,--,--,--,"1,596",0,"1,596",,,,,
Zafar Abad,250070801,--,--,--,0,458,458,,,,,
Zafar Abad,250070802,--,--,--,0,328,328,,,,,
Zafar Abad,250070803,--,--,--,0,373,373,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voters onthe electoral roll incase electoral areis bifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
165,"Govt. Boys Primary School Basti MalikPeer Bux Tibbi Saidan (Male)",Tibbi Saidan,250070807,--,--,--,399,0,399,3,0,3
"",,Tibbi Saidan,250070808,--,--,--,386,0,386,,,
"",,Tibbi Saidan,250070809,--,--,--,327,0,327,,,
"",,Tibbi Saidan,250070810,--,--,--,222,0,222,,,
"",,Total,,--,--,--,"1,334",0,"1,334",,,
166,"Govt. Boys Primary School Basti MalikPeer Bux Tibbi Saidan (Female)",Tibbi Saidan,250070807,--,--,--,0,247,247,0,2,2
"",,Tibbi Saidan,250070808,--,--,--,0,200,200,,,
"",,Tibbi Saidan,250070809,--,--,--,0,283,283,,,
"",,Tibbi Saidan,250070810,--,--,--,0,86,86,,,
"",,Total,,--,--,--,0,816,816,,,
167,"Govt. Girls Elementary School BaharKhakhi",Bahar Khakhi,250070112,--,--,--,513,369,882,2,1,3
"",,Bahar Khakhi,250070113,--,--,--,349,198,547,,,
"",,Total,,--,--,--,862,567,"1,429",,,
"",,Bahar Khakhi,250070114,--,--,--,204,145,349,,,
168,"Govt. Boys Moadib Primary SchoolBahar Khakhi",Bahar Khakhi,250070115,--,--,--,93,56,149,2,2,4
"",,Bahar Khakhi,250070116,--,--,--,339,246,585,,,
"",,Bahar Khakhi,250070117,--,--,--,150,104,254,,,
"",,Total,,--,--,--,786,551,"1,337",,,
169,"Govt. Boys Elementary School BaharKhakhi (Primary Portion)",Bahar Khakhi,250070110,--,--,--,551,334,885,2,1,3
"",,Bahar Khakhi,250070111,--,--,--,482,356,838,,,
"",,Total,,--,--,--,1033,690,1723,,,
170,"Govt. Boys High School Shedani Sharif(Male)",Shedani Sharif,250070107,--,--,--,778,0,778,4,0,4
Shedani Sharif,250070108,--,--,--,"1,165",0,"1,165",,,,,
Shedani Sharif,250070102,--,--,--,49,0,49,,,,,
Shedani Sharif,250070103,--,--,--,43,0,43,,,,,
Total,,--,--,--,"2,035",0,"2,035",,,,,
Shedani Sharif,250070107,--,--,--,0,565,565,,,,,
Shedani Sharif,250070108,--,--,--,0,886,886,,,,,
Shedani Sharif,250070102,--,--,--,0,29,29,,,,,
Shedani Sharif,250070103,--,--,--,0,40,40,,,,,
"Sr.No.",No. & Name of Polling Stations,In Case of Rural Area,In Case of Urban Area,"S. No. of voters onthe electoral roll incase electoral areis bifurcated","Number of Votersassigned to pollingstation","Number of pollingbooths",,,,,,
"",,Name of Electoral Area,"Census BlockCode",Name of Electoral Area,"Census BlockCode",Male,Female,Total,Male,Female,Total,
1,2,3,4,5,6,7,8,9,10,11,12,13
172,"Govt. Boys High School Shedani SharifMiddle Portion (Male)",Shedani Sharif,250070101,--,--,--,342,0,342,3,0,3
"",,Shedani Sharif,250070104,--,--,--,723,0,723,,,
"",,Shedani Sharif,250070105,--,--,--,139,0,139,,,
"",,Shedani Sharif,250070106,--,--,--,192,0,192,,,
"",,Shedani Sharif,250070109,--,--,--,262,0,262,,,
"",,Total,,--,--,--,"1,658",0,"1,658",,,
173,Govt. Girls E/S Shedani Sharif (Female),Shedani Sharif,250070101,--,--,--,0,223,223,0,2,2
